date,sku_id,location_id,on_hand_quantity,inventory_value,on_order_quantity,reserved_quantity,lead_time_days,supplier_id,category,data_source,description
2011-12-09,22751,SIM-DC-01,114,454.97,0,12,10,SIM-SUP-12,UNMAPPED,synthetic_demo,FELTCRAFT PRINCESS OLIVIA DOLL
2011-12-09,22752,SIM-DC-01,100,1322.50,0,3,7,SIM-SUP-06,UNMAPPED,synthetic_demo,SET 7 BABUSHKA NESTING BOXES
2011-12-09,22753,SIM-DC-01,144,2934.69,36,8,14,SIM-SUP-09,UNMAPPED,synthetic_demo,SMALL YELLOW BABUSHKA NOTEBOOK
2011-12-09,22754,SIM-DC-01,71,621.10,0,10,7,SIM-SUP-09,UNMAPPED,synthetic_demo,SMALL RED BABUSHKA NOTEBOOK
2011-12-09,22755,SIM-DC-01,67,1544.21,0,10,7,SIM-SUP-02,UNMAPPED,synthetic_demo,SMALL PURPLE BABUSHKA NOTEBOOK
2011-12-09,22756,SIM-DC-01,20,89.81,0,1,14,SIM-SUP-03,UNMAPPED,synthetic_demo,LARGE YELLOW BABUSHKA NOTEBOOK
2011-12-09,22757,SIM-DC-01,17,120.08,0,2,3,SIM-SUP-01,UNMAPPED,synthetic_demo,LARGE RED BABUSHKA NOTEBOOK
2011-12-09,22758,SIM-DC-01,56,1223.27,0,1,14,SIM-SUP-05,UNMAPPED,synthetic_demo,LARGE PURPLE BABUSHKA NOTEBOOK
2011-12-09,22759,SIM-DC-01,59,1093.01,0,7,10,SIM-SUP-01,UNMAPPED,synthetic_demo,check
2011-12-09,22760,SIM-DC-01,2,48.15,0,0,10,SIM-SUP-12,UNMAPPED,synthetic_demo,"TRAY, BREAKFAST IN BED"
2011-12-09,22761,SIM-DC-01,1,9.88,0,0,10,SIM-SUP-01,UNMAPPED,synthetic_demo,CHEST 7 DRAWER MA CAMPAGNE
2011-12-09,22762,SIM-DC-01,6,98.55,0,1,5,SIM-SUP-07,UNMAPPED,synthetic_demo,CUPBOARD 3 DRAWER MA CAMPAGNE
2011-12-09,22763,SIM-DC-01,13,175.69,2,2,14,SIM-SUP-09,UNMAPPED,synthetic_demo,KEY CABINET MA CAMPAGNE
2011-12-09,22765,SIM-DC-01,3,36.13,0,0,14,SIM-SUP-01,UNMAPPED,synthetic_demo,NEWSPAPER STAND
2011-12-09,22766,SIM-DC-01,108,1182.56,0,6,10,SIM-SUP-06,UNMAPPED,synthetic_demo,PHOTO FRAME CORNICE
2011-12-09,22767,SIM-DC-01,7,138.68,0,0,5,SIM-SUP-07,UNMAPPED,synthetic_demo,TRIPLE PHOTO FRAME CORNICE
2011-12-09,22768,SIM-DC-01,25,203.12,0,1,7,SIM-SUP-12,UNMAPPED,synthetic_demo,FAMILY PHOTO FRAME CORNICE
2011-12-09,22769,SIM-DC-01,1,7.62,0,0,3,SIM-SUP-11,UNMAPPED,synthetic_demo,CHALKBOARD KITCHEN ORGANISER
2011-12-09,22770,SIM-DC-01,3,32.49,0,0,14,SIM-SUP-01,UNMAPPED,synthetic_demo,MIRROR CORNICE
2011-12-09,22771,SIM-DC-01,293,5971.33,0,43,14,SIM-SUP-05,UNMAPPED,synthetic_demo,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN
2011-12-09,22772,SIM-DC-01,54,434.49,0,0,14,SIM-SUP-10,UNMAPPED,synthetic_demo,PINK DRAWER KNOB ACRYLIC EDWARDIAN
2011-12-09,22773,SIM-DC-01,10,49.95,0,0,7,SIM-SUP-08,UNMAPPED,synthetic_demo,GREEN DRAWER KNOB ACRYLIC EDWARDIAN
2011-12-09,22774,SIM-DC-01,39,632.90,0,5,10,SIM-SUP-12,UNMAPPED,synthetic_demo,RED DRAWER KNOB ACRYLIC EDWARDIAN
2011-12-09,22775,SIM-DC-01,40,867.46,34,5,14,SIM-SUP-05,UNMAPPED,synthetic_demo,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN
2011-12-09,22776,SIM-DC-01,26,369.27,0,3,14,SIM-SUP-03,UNMAPPED,synthetic_demo,SWEETHEART 3 TIER CAKE STAND
2011-12-09,22777,SIM-DC-01,1,22.76,0,0,5,SIM-SUP-04,UNMAPPED,synthetic_demo,GLASS CLOCHE LARGE
2011-12-09,22778,SIM-DC-01,4,49.52,0,0,3,SIM-SUP-09,UNMAPPED,synthetic_demo,GLASS CLOCHE SMALL
2011-12-09,22779,SIM-DC-01,17,84.79,0,2,14,SIM-SUP-04,UNMAPPED,synthetic_demo,WOODEN OWLS LIGHT GARLAND
2011-12-09,22780,SIM-DC-01,12,122.67,0,1,3,SIM-SUP-05,UNMAPPED,synthetic_demo,LIGHT GARLAND BUTTERFILES PINK
2011-12-09,22781,SIM-DC-01,30,655.77,0,0,10,SIM-SUP-11,UNMAPPED,synthetic_demo,GUMBALL MAGAZINE RACK
2011-12-09,22782,SIM-DC-01,2,41.93,1,0,3,SIM-SUP-06,UNMAPPED,synthetic_demo,SET 3 WICKER STORAGE BASKETS
2011-12-09,22783,SIM-DC-01,1,4.20,0,0,7,SIM-SUP-05,UNMAPPED,synthetic_demo,UNKNOWN
2011-12-09,22784,SIM-DC-01,21,448.39,0,2,5,SIM-SUP-01,UNMAPPED,synthetic_demo,LANTERN CREAM GAZEBO
2011-12-09,22785,SIM-DC-01,3,19.67,0,0,3,SIM-SUP-11,UNMAPPED,synthetic_demo,SQUARECUSHION COVER PINK UNION JACK
2011-12-09,22786,SIM-DC-01,9,198.14,0,0,10,SIM-SUP-05,UNMAPPED,synthetic_demo,CUSHION COVER PINK UNION JACK
2011-12-09,22788,SIM-DC-01,2,21.53,0,0,5,SIM-SUP-04,UNMAPPED,synthetic_demo,BROCANTE COAT RACK
2011-12-09,22789,SIM-DC-01,7,145.30,0,1,5,SIM-SUP-08,UNMAPPED,synthetic_demo,T-LIGHT HOLDER SWEETHEART HANGING
2011-12-09,22791,SIM-DC-01,94,2048.51,0,12,5,SIM-SUP-10,UNMAPPED,synthetic_demo,T-LIGHT GLASS FLUTED ANTIQUE
2011-12-09,22792,SIM-DC-01,62,1128.44,0,3,10,SIM-SUP-11,UNMAPPED,synthetic_demo,FLUTED ANTIQUE CANDLE HOLDER
2011-12-09,22794,SIM-DC-01,8,129.38,1,1,7,SIM-SUP-08,UNMAPPED,synthetic_demo,SWEETHEART WIRE MAGAZINE RACK
2011-12-09,22795,SIM-DC-01,31,249.10,17,5,10,SIM-SUP-03,UNMAPPED,synthetic_demo,SWEETHEART RECIPE BOOK STAND
2011-12-09,22796,SIM-DC-01,9,70.52,1,0,3,SIM-SUP-05,UNMAPPED,synthetic_demo,PHOTO FRAME 3 CLASSIC HANGING
2011-12-09,22797,SIM-DC-01,5,113.52,0,0,3,SIM-SUP-08,UNMAPPED,synthetic_demo,CHEST OF DRAWERS GINGHAM HEART
2011-12-09,22798,SIM-DC-01,45,960.83,36,0,14,SIM-SUP-09,UNMAPPED,synthetic_demo,ANTIQUE GLASS DRESSING TABLE POT
2011-12-09,22799,SIM-DC-01,8,145.30,0,1,14,SIM-SUP-04,UNMAPPED,synthetic_demo,SWEETHEART WIRE FRUIT BOWL
2011-12-09,22800,SIM-DC-01,21,268.65,10,1,7,SIM-SUP-01,UNMAPPED,synthetic_demo,ANTIQUE TALL SWIRLGLASS TRINKET POT
2011-12-09,22801,SIM-DC-01,65,224.99,0,7,14,SIM-SUP-10,UNMAPPED,synthetic_demo,ANTIQUE GLASS PEDESTAL BOWL
2011-12-09,22802,SIM-DC-01,4,23.93,0,0,7,SIM-SUP-09,UNMAPPED,synthetic_demo,FAUX FUR CHOCOLATE THROW
2011-12-09,22804,SIM-DC-01,46,911.54,37,2,10,SIM-SUP-04,UNMAPPED,synthetic_demo,PINK HANGING HEART T-LIGHT HOLDER
2011-12-09,22805,SIM-DC-01,18,235.83,0,3,5,SIM-SUP-01,UNMAPPED,synthetic_demo,BLUE DRAWER KNOB ACRYLIC EDWARDIAN
2011-12-09,22806,SIM-DC-01,9,21.52,4,1,14,SIM-SUP-07,UNMAPPED,synthetic_demo,SET OF 6 T-LIGHTS WEDDING CAKE
2011-12-09,22807,SIM-DC-01,8,146.67,0,0,5,SIM-SUP-09,UNMAPPED,synthetic_demo,SET OF 6 T-LIGHTS TOADSTOOLS
2011-12-09,22808,SIM-DC-01,2,10.11,1,0,14,SIM-SUP-10,UNMAPPED,synthetic_demo,SET OF 6 T-LIGHTS EASTER CHICKS
2011-12-09,22809,SIM-DC-01,81,190.11,0,5,7,SIM-SUP-12,UNMAPPED,synthetic_demo,SET OF 6 T-LIGHTS SANTA
2011-12-09,22810,SIM-DC-01,55,592.83,0,2,7,SIM-SUP-02,UNMAPPED,synthetic_demo,SET OF 6 T-LIGHTS SNOWMEN
2011-12-09,22811,SIM-DC-01,27,132.68,0,0,7,SIM-SUP-02,UNMAPPED,synthetic_demo,SET OF 6 T-LIGHTS CACTI
2011-12-09,22812,SIM-DC-01,15,54.74,0,1,5,SIM-SUP-07,UNMAPPED,synthetic_demo,PACK 3 BOXES CHRISTMAS PANETTONE
2011-12-09,22813,SIM-DC-01,21,267.86,0,3,3,SIM-SUP-01,UNMAPPED,synthetic_demo,PACK 3 BOXES BIRD PANETTONE
2011-12-09,22814,SIM-DC-01,31,398.90,0,5,3,SIM-SUP-07,UNMAPPED,synthetic_demo,CARD PARTY GAMES
2011-12-09,22815,SIM-DC-01,18,384.31,7,3,3,SIM-SUP-11,UNMAPPED,synthetic_demo,CARD PSYCHEDELIC APPLES
2011-12-09,22816,SIM-DC-01,117,2381.62,36,13,3,SIM-SUP-01,UNMAPPED,synthetic_demo,CARD MOTORBIKE SANTA
2011-12-09,22817,SIM-DC-01,33,496.09,0,2,7,SIM-SUP-12,UNMAPPED,synthetic_demo,CARD SUKI BIRTHDAY
2011-12-09,22818,SIM-DC-01,93,339.82,0,0,3,SIM-SUP-03,UNMAPPED,synthetic_demo,CARD CHRISTMAS VILLAGE
2011-12-09,22819,SIM-DC-01,57,693.82,5,1,5,SIM-SUP-03,UNMAPPED,synthetic_demo,"BIRTHDAY CARD, RETRO SPOT"
2011-12-09,22820,SIM-DC-01,5,32.83,0,0,7,SIM-SUP-01,UNMAPPED,synthetic_demo,GIFT BAG BIRTHDAY
2011-12-09,22821,SIM-DC-01,18,447.88,2,0,5,SIM-SUP-06,UNMAPPED,synthetic_demo,GIFT BAG PSYCHEDELIC APPLES
2011-12-09,22822,SIM-DC-01,3,63.37,0,0,5,SIM-SUP-09,UNMAPPED,synthetic_demo,CREAM WALL PLANTER HEART SHAPED
2011-12-09,22824,SIM-DC-01,2,21.75,0,0,14,SIM-SUP-01,UNMAPPED,synthetic_demo,3 TIER SWEETHEART GARDEN SHELF
2011-12-09,22825,SIM-DC-01,2,8.56,0,0,5,SIM-SUP-11,UNMAPPED,synthetic_demo,DECORATIVE PLANT POT WITH FRIEZE
2011-12-09,22826,SIM-DC-01,8,26.82,0,0,10,SIM-SUP-02,UNMAPPED,synthetic_demo,LOVE SEAT ANTIQUE WHITE METAL
2011-12-09,22827,SIM-DC-01,3,38.41,0,0,10,SIM-SUP-01,UNMAPPED,synthetic_demo,RUSTIC SEVENTEEN DRAWER SIDEBOARD
2011-12-09,22829,SIM-DC-01,3,7.85,0,0,10,SIM-SUP-10,UNMAPPED,synthetic_demo,SWEETHEART WIRE WALL TIDY
2011-12-09,22831,SIM-DC-01,16,292.31,0,2,14,SIM-SUP-01,UNMAPPED,synthetic_demo,WHITE BROCANTE SOAP DISH
2011-12-09,22832,SIM-DC-01,5,115.34,0,0,5,SIM-SUP-08,UNMAPPED,synthetic_demo,BROCANTE SHELF WITH HOOKS
2011-12-09,22834,SIM-DC-01,54,529.54,0,1,5,SIM-SUP-11,UNMAPPED,synthetic_demo,HAND WARMER BABUSHKA DESIGN
2011-12-09,22835,SIM-DC-01,311,2665.79,0,25,10,SIM-SUP-02,UNMAPPED,synthetic_demo,HOT WATER BOTTLE I AM SO POORLY
2011-12-09,22837,SIM-DC-01,1,3.84,0,0,3,SIM-SUP-02,UNMAPPED,synthetic_demo,UNKNOWN
2011-12-09,22838,SIM-DC-01,19,421.34,0,2,7,SIM-SUP-07,UNMAPPED,synthetic_demo,3 TIER CAKE TIN RED AND CREAM
2011-12-09,22839,SIM-DC-01,6,80.79,0,0,10,SIM-SUP-03,UNMAPPED,synthetic_demo,3 TIER CAKE TIN GREEN AND CREAM
2011-12-09,22840,SIM-DC-01,51,670.09,0,2,14,SIM-SUP-10,UNMAPPED,synthetic_demo,ROUND CAKE TIN VINTAGE RED
2011-12-09,22841,SIM-DC-01,6,20.23,1,0,3,SIM-SUP-04,UNMAPPED,synthetic_demo,ROUND CAKE TIN VINTAGE GREEN
2011-12-09,22842,SIM-DC-01,7,50.70,0,0,7,SIM-SUP-03,UNMAPPED,synthetic_demo,BISCUIT TIN VINTAGE RED
2011-12-09,22843,SIM-DC-01,4,84.93,0,0,14,SIM-SUP-04,UNMAPPED,synthetic_demo,BISCUIT TIN VINTAGE GREEN
2011-12-09,22844,SIM-DC-01,16,320.46,0,2,7,SIM-SUP-10,UNMAPPED,synthetic_demo,VINTAGE CREAM DOG FOOD CONTAINER
2011-12-09,22845,SIM-DC-01,22,324.89,0,3,5,SIM-SUP-02,UNMAPPED,synthetic_demo,VINTAGE CREAM CAT FOOD CONTAINER
2011-12-09,22846,SIM-DC-01,11,162.77,0,1,7,SIM-SUP-07,UNMAPPED,synthetic_demo,BREAD BIN DINER STYLE RED
2011-12-09,22847,SIM-DC-01,81,578.85,0,8,14,SIM-SUP-11,UNMAPPED,synthetic_demo,BREAD BIN DINER STYLE IVORY
2011-12-09,22848,SIM-DC-01,1,10.42,0,0,3,SIM-SUP-12,UNMAPPED,synthetic_demo,AMAZON
2011-12-09,22849,SIM-DC-01,1,24.71,0,0,7,SIM-SUP-04,UNMAPPED,synthetic_demo,BREAD BIN DINER STYLE MINT
2011-12-09,22851,SIM-DC-01,35,481.74,1,3,3,SIM-SUP-05,UNMAPPED,synthetic_demo,SET 20 NAPKINS FAIRY CAKES DESIGN
2011-12-09,22852,SIM-DC-01,7,23.30,0,1,7,SIM-SUP-06,UNMAPPED,synthetic_demo,DOG BOWL VINTAGE CREAM
2011-12-09,22853,SIM-DC-01,10,235.38,0,0,5,SIM-SUP-09,UNMAPPED,synthetic_demo,CAT BOWL VINTAGE CREAM
2011-12-09,22854,SIM-DC-01,0,0.00,0,0,5,SIM-SUP-12,UNMAPPED,synthetic_demo,CREAM SWEETHEART EGG HOLDER
2011-12-09,22855,SIM-DC-01,1,3.00,0,0,3,SIM-SUP-11,UNMAPPED,synthetic_demo,FINE WICKER HEART
2011-12-09,22857,SIM-DC-01,1,9.99,0,0,5,SIM-SUP-02,UNMAPPED,synthetic_demo,ASSORTED EASTER GIFT TAGS
2011-12-09,22858,SIM-DC-01,1,13.81,0,0,3,SIM-SUP-05,UNMAPPED,synthetic_demo,EASTER TIN KEEPSAKE
2011-12-09,22859,SIM-DC-01,1,13.94,0,0,7,SIM-SUP-06,UNMAPPED,synthetic_demo,EASTER TIN BUNNY BOUQUET
2011-12-09,22860,SIM-DC-01,1,22.17,0,0,3,SIM-SUP-08,UNMAPPED,synthetic_demo,EASTER TIN CHICKS PINK DAISY
2011-12-09,22861,SIM-DC-01,4,41.92,0,0,14,SIM-SUP-01,UNMAPPED,synthetic_demo,EASTER TIN CHICKS IN GARDEN
2011-12-09,22862,SIM-DC-01,1,21.76,0,0,7,SIM-SUP-04,UNMAPPED,synthetic_demo,LOVE HEART NAPKIN BOX
2011-12-09,22863,SIM-DC-01,7,75.02,0,0,7,SIM-SUP-11,UNMAPPED,synthetic_demo,SOAP DISH BROCANTE
2011-12-09,22865,SIM-DC-01,235,876.70,0,7,5,SIM-SUP-03,UNMAPPED,synthetic_demo,HAND WARMER OWL DESIGN
2011-12-09,22866,SIM-DC-01,361,2305.83,0,52,10,SIM-SUP-02,UNMAPPED,synthetic_demo,HAND WARMER SCOTTY DOG DESIGN
2011-12-09,22867,SIM-DC-01,266,3155.43,0,10,7,SIM-SUP-02,UNMAPPED,synthetic_demo,HAND WARMER BIRD DESIGN
2011-12-09,22869,SIM-DC-01,2,21.24,1,0,10,SIM-SUP-03,UNMAPPED,synthetic_demo,NUMBER TILE COTTAGE GARDEN 1
2011-12-09,22870,SIM-DC-01,5,106.65,1,0,14,SIM-SUP-05,UNMAPPED,synthetic_demo,NUMBER TILE COTTAGE GARDEN 2
2011-12-09,22872,SIM-DC-01,2,39.90,0,0,7,SIM-SUP-12,UNMAPPED,synthetic_demo,NUMBER TILE COTTAGE GARDEN 4
2011-12-09,22873,SIM-DC-01,1,16.84,0,0,3,SIM-SUP-06,UNMAPPED,synthetic_demo,NUMBER TILE COTTAGE GARDEN 5
2011-12-09,22878,SIM-DC-01,1,3.84,0,0,10,SIM-SUP-03,UNMAPPED,synthetic_demo,NUMBER TILE COTTAGE GARDEN No
2011-12-09,22880,SIM-DC-01,0,0.00,0,0,3,SIM-SUP-07,UNMAPPED,synthetic_demo,NUMBER TILE VINTAGE FONT 1
2011-12-09,22881,SIM-DC-01,1,2.89,0,0,7,SIM-SUP-05,UNMAPPED,synthetic_demo,NUMBER TILE VINTAGE FONT 2
2011-12-09,22882,SIM-DC-01,1,11.48,0,0,5,SIM-SUP-05,UNMAPPED,synthetic_demo,NUMBER TILE VINTAGE FONT 3
2011-12-09,22884,SIM-DC-01,2,16.88,0,0,3,SIM-SUP-08,UNMAPPED,synthetic_demo,NUMBER TILE VINTAGE FONT 5
2011-12-09,22890,SIM-DC-01,2,30.33,0,0,7,SIM-SUP-12,UNMAPPED,synthetic_demo,NOVELTY BISCUITS CAKE STAND 3 TIER
2011-12-09,22891,SIM-DC-01,11,244.49,8,2,14,SIM-SUP-05,UNMAPPED,synthetic_demo,TEA FOR ONE POLKADOT
2011-12-09,22892,SIM-DC-01,4,81.39,1,0,5,SIM-SUP-11,UNMAPPED,synthetic_demo,SET OF SALT AND PEPPER TOADSTOOLS
2011-12-09,22893,SIM-DC-01,3,67.71,0,0,7,SIM-SUP-12,UNMAPPED,synthetic_demo,MINI CAKE STAND T-LIGHT HOLDER
2011-12-09,22894,SIM-DC-01,5,21.05,0,1,7,SIM-SUP-06,UNMAPPED,synthetic_demo,TABLECLOTH RED APPLES DESIGN
2011-12-09,22895,SIM-DC-01,78,416.11,0,6,10,SIM-SUP-01,UNMAPPED,synthetic_demo,SET OF 2 TEA TOWELS APPLE AND PEARS
2011-12-09,22896,SIM-DC-01,7,31.40,0,0,7,SIM-SUP-11,UNMAPPED,synthetic_demo,PEG BAG APPLES DESIGN
2011-12-09,22897,SIM-DC-01,24,160.82,0,4,7,SIM-SUP-03,UNMAPPED,synthetic_demo,OVEN MITT APPLES DESIGN
2011-12-09,22898,SIM-DC-01,152,3193.23,0,21,10,SIM-SUP-05,UNMAPPED,synthetic_demo,CHILDRENS APRON APPLES DESIGN
2011-12-09,22899,SIM-DC-01,113,1104.63,5,15,7,SIM-SUP-07,UNMAPPED,synthetic_demo,CHILDREN'S APRON DOLLY GIRL
2011-12-09,22900,SIM-DC-01,123,768.71,0,13,10,SIM-SUP-11,UNMAPPED,synthetic_demo,SET 2 TEA TOWELS I LOVE LONDON
2011-12-09,22902,SIM-DC-01,10,163.44,6,0,10,SIM-SUP-12,UNMAPPED,synthetic_demo,TOTE BAG I LOVE LONDON
2011-12-09,22903,SIM-DC-01,7,122.75,0,1,14,SIM-SUP-06,UNMAPPED,synthetic_demo,CALENDAR FAMILY FAVOURITES
2011-12-09,22904,SIM-DC-01,5,49.10,0,0,3,SIM-SUP-10,UNMAPPED,synthetic_demo,CALENDAR PAPER CUT DESIGN
2011-12-09,22905,SIM-DC-01,21,291.80,0,1,5,SIM-SUP-01,UNMAPPED,synthetic_demo,CALENDAR IN SEASON DESIGN
2011-12-09,22906,SIM-DC-01,21,71.36,0,3,7,SIM-SUP-02,UNMAPPED,synthetic_demo,12 MESSAGE CARDS WITH ENVELOPES
2011-12-09,22907,SIM-DC-01,48,1186.33,21,4,14,SIM-SUP-01,UNMAPPED,synthetic_demo,PACK OF 20 NAPKINS PANTRY DESIGN
2011-12-09,22908,SIM-DC-01,33,755.48,0,1,5,SIM-SUP-09,UNMAPPED,synthetic_demo,PACK OF 20 NAPKINS RED APPLES
2011-12-09,22909,SIM-DC-01,160,3924.49,0,2,3,SIM-SUP-10,UNMAPPED,synthetic_demo,SET OF 20 VINTAGE CHRISTMAS NAPKINS
2011-12-09,22910,SIM-DC-01,344,904.37,0,37,10,SIM-SUP-01,UNMAPPED,synthetic_demo,PAPER CHAIN KIT VINTAGE CHRISTMAS
2011-12-09,22911,SIM-DC-01,7,152.46,0,0,3,SIM-SUP-01,UNMAPPED,synthetic_demo,PAPER CHAIN KIT LONDON
2011-12-09,22912,SIM-DC-01,2,17.49,0,0,3,SIM-SUP-08,UNMAPPED,synthetic_demo,YELLOW COAT RACK PARIS FASHION
2011-12-09,22913,SIM-DC-01,4,20.29,0,0,7,SIM-SUP-10,UNMAPPED,synthetic_demo,RED COAT RACK PARIS FASHION
2011-12-09,22914,SIM-DC-01,11,227.81,0,0,7,SIM-SUP-03,UNMAPPED,synthetic_demo,BLUE COAT RACK PARIS FASHION
2011-12-09,22915,SIM-DC-01,64,1584.65,22,4,7,SIM-SUP-06,UNMAPPED,synthetic_demo,ASSORTED BOTTLE TOP MAGNETS
2011-12-09,22916,SIM-DC-01,28,647.61,0,2,7,SIM-SUP-09,UNMAPPED,synthetic_demo,HERB MARKER THYME
2011-12-09,22917,SIM-DC-01,24,62.20,0,1,7,SIM-SUP-04,UNMAPPED,synthetic_demo,HERB MARKER ROSEMARY
2011-12-09,22918,SIM-DC-01,23,563.88,0,2,7,SIM-SUP-07,UNMAPPED,synthetic_demo,HERB MARKER PARSLEY
2011-12-09,22919,SIM-DC-01,13,85.30,0,1,3,SIM-SUP-10,UNMAPPED,synthetic_demo,HERB MARKER MINT
2011-12-09,22920,SIM-DC-01,23,377.85,0,1,7,SIM-SUP-10,UNMAPPED,synthetic_demo,HERB MARKER BASIL
2011-12-09,22921,SIM-DC-01,8,49.03,0,1,5,SIM-SUP-05,UNMAPPED,synthetic_demo,HERB MARKER CHIVES
2011-12-09,22922,SIM-DC-01,5,100.92,0,1,7,SIM-SUP-02,UNMAPPED,synthetic_demo,FRIDGE MAGNETS US DINER ASSORTED
2011-12-09,22923,SIM-DC-01,11,113.78,0,1,3,SIM-SUP-08,UNMAPPED,synthetic_demo,FRIDGE MAGNETS LES ENFANTS ASSORTED
2011-12-09,22924,SIM-DC-01,34,476.26,0,2,10,SIM-SUP-04,UNMAPPED,synthetic_demo,FRIDGE MAGNETS LA VIE EN ROSE
2011-12-09,22925,SIM-DC-01,1,15.68,0,0,14,SIM-SUP-09,UNMAPPED,synthetic_demo,AMAZON
2011-12-09,22926,SIM-DC-01,4,14.16,1,0,14,SIM-SUP-11,UNMAPPED,synthetic_demo,IVORY GIANT GARDEN THERMOMETER
2011-12-09,22927,SIM-DC-01,2,5.79,0,0,10,SIM-SUP-01,UNMAPPED,synthetic_demo,GREEN GIANT GARDEN THERMOMETER
2011-12-09,22928,SIM-DC-01,45,954.17,0,2,14,SIM-SUP-09,UNMAPPED,synthetic_demo,YELLOW GIANT GARDEN THERMOMETER
2011-12-09,22930,SIM-DC-01,2,14.26,0,0,7,SIM-SUP-02,UNMAPPED,synthetic_demo,BAKING MOULD HEART MILK CHOCOLATE
2011-12-09,22931,SIM-DC-01,3,72.33,1,0,3,SIM-SUP-04,UNMAPPED,synthetic_demo,BAKING MOULD HEART WHITE CHOCOLATE
2011-12-09,22932,SIM-DC-01,1,18.09,0,0,7,SIM-SUP-04,UNMAPPED,synthetic_demo,BAKING MOULD TOFFEE CUP CHOCOLATE
2011-12-09,22933,SIM-DC-01,1,4.53,0,0,14,SIM-SUP-12,UNMAPPED,synthetic_demo,BAKING MOULD EASTER EGG MILK CHOC
2011-12-09,22934,SIM-DC-01,1,15.91,0,0,5,SIM-SUP-03,UNMAPPED,synthetic_demo,BAKING MOULD EASTER EGG WHITE CHOC
2011-12-09,22935,SIM-DC-01,8,26.35,0,1,10,SIM-SUP-09,UNMAPPED,synthetic_demo,BAKING MOULD ROSE MILK CHOCOLATE
2011-12-09,22936,SIM-DC-01,6,117.86,0,0,7,SIM-SUP-04,UNMAPPED,synthetic_demo,BAKING MOULD ROSE WHITE CHOCOLATE
2011-12-09,22937,SIM-DC-01,10,214.79,0,1,14,SIM-SUP-04,UNMAPPED,synthetic_demo,BAKING MOULD CHOCOLATE CUPCAKES
2011-12-09,22938,SIM-DC-01,48,947.56,0,7,14,SIM-SUP-09,UNMAPPED,synthetic_demo,CUPCAKE LACE PAPER SET 6
2011-12-09,22939,SIM-DC-01,6,26.09,0,1,3,SIM-SUP-05,UNMAPPED,synthetic_demo,ADULT APRON APPLE DELIGHT
2011-12-09,22940,SIM-DC-01,85,407.62,0,10,7,SIM-SUP-02,UNMAPPED,synthetic_demo,FELTCRAFT CHRISTMAS FAIRY
2011-12-09,22941,SIM-DC-01,183,1601.39,0,16,10,SIM-SUP-04,UNMAPPED,synthetic_demo,CHRISTMAS LIGHTS 10 REINDEER
2011-12-09,22942,SIM-DC-01,57,1412.14,0,5,5,SIM-SUP-05,UNMAPPED,synthetic_demo,CHRISTMAS LIGHTS 10 SANTAS
2011-12-09,22943,SIM-DC-01,24,221.18,0,3,3,SIM-SUP-03,UNMAPPED,synthetic_demo,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES
2011-12-09,22944,SIM-DC-01,187,3535.86,32,3,10,SIM-SUP-12,UNMAPPED,synthetic_demo,CHRISTMAS METAL POSTCARD WITH BELLS
2011-12-09,22945,SIM-DC-01,150,3283.95,0,22,14,SIM-SUP-01,UNMAPPED,synthetic_demo,CHRISTMAS METAL TAGS ASSORTED
2011-12-09,22946,SIM-DC-01,14,347.87,1,2,5,SIM-SUP-11,UNMAPPED,synthetic_demo,WOODEN ADVENT CALENDAR CREAM
2011-12-09,22947,SIM-DC-01,113,2778.49,0,1,7,SIM-SUP-12,UNMAPPED,synthetic_demo,UNKNOWN
2011-12-09,22948,SIM-DC-01,11,118.21,0,1,7,SIM-SUP-08,UNMAPPED,synthetic_demo,METAL DECORATION NAUGHTY CHILDREN
2011-12-09,22949,SIM-DC-01,4,92.69,2,0,14,SIM-SUP-08,UNMAPPED,synthetic_demo,SET OF 36 DOLLY GIRL PAPER DOILIES
2011-12-09,22950,SIM-DC-01,3,10.92,0,0,10,SIM-SUP-03,UNMAPPED,synthetic_demo,36 DOILIES VINTAGE CHRISTMAS
2011-12-09,22951,SIM-DC-01,131,2553.22,0,12,5,SIM-SUP-12,UNMAPPED,synthetic_demo,60 CAKE CASES DOLLY GIRL DESIGN
2011-12-09,22952,SIM-DC-01,194,4167.21,0,14,3,SIM-SUP-07,UNMAPPED,synthetic_demo,60 CAKE CASES VINTAGE CHRISTMAS
2011-12-09,22953,SIM-DC-01,18,259.01,0,1,14,SIM-SUP-09,UNMAPPED,synthetic_demo,BIRTHDAY PARTY CORDON BARRIER TAPE
2011-12-09,22954,SIM-DC-01,4,44.89,0,0,10,SIM-SUP-01,UNMAPPED,synthetic_demo,HEN PARTY CORDON BARRIER TAPE
2011-12-09,22955,SIM-DC-01,36,420.27,0,5,7,SIM-SUP-01,UNMAPPED,synthetic_demo,36 FOIL STAR CAKE CASES
2011-12-09,22956,SIM-DC-01,27,492.18,5,3,14,SIM-SUP-09,UNMAPPED,synthetic_demo,36 FOIL HEART CAKE CASES
2011-12-09,22957,SIM-DC-01,2,22.36,0,0,7,SIM-SUP-09,UNMAPPED,synthetic_demo,SET 3 PAPER VINTAGE CHICK PAPER EGG
