date,sku_id,description,demand_units,median_active_day_units,q1_units,q3_units,spike_threshold_units,multiple_of_median
2010-05-24,21541,DINOSAURS WATER TRANSFER TATTOOS,57,12.00,3.00,16.00,35.50,4.75
2010-05-24,35597D,UNKNOWN,57,4.00,1.00,22.00,53.50,14.25
2010-05-27,21590,UNKNOWN,57,7.00,3.00,24.00,55.50,8.14
2010-06-04,15039,SANDALWOOD FAN,57,8.00,2.00,20.00,47.00,7.12
2010-06-08,21429,RED GINGHAM ROSE JEWELLERY BOX,57,10.00,5.00,20.00,42.50,5.70
2010-06-09,15056N,EDWARDIAN PARASOL NATURAL,57,8.00,3.00,20.00,45.50,7.12
2010-06-16,22061,LARGE CAKE STAND HANGING STRAWBERY,57,3.00,2.00,6.00,12.00,19.00
2010-06-21,78033,FLAG OF ST GEORGE CHAIR,57,2.00,2.00,12.00,27.00,28.50
2010-06-25,21078,SET/20 STRAWBERRY PAPER NAPKINS,57,12.00,3.00,21.00,48.00,4.75
2010-06-28,22502,PICNIC BASKET WICKER SMALL,57,8.00,3.50,17.00,37.25,7.12
2010-07-12,47590B,PINK HAPPY BIRTHDAY BUNTING,57,6.00,3.00,12.00,25.50,9.50
2010-08-17,22138,BAKING SET 9 PIECE RETROSPOT,57,11.00,5.50,21.00,44.25,5.18
2010-08-26,21892,TRADITIONAL WOODEN CATCH CUP GAME,57,12.00,4.00,21.00,46.50,4.75
2010-09-06,22381,TOY TIDY PINK POLKADOT,57,8.00,4.00,18.00,39.00,7.12
2010-09-12,20992,JAZZ HEARTS PURSE NOTEBOOK,57,10.00,3.25,24.00,55.12,5.70
2010-09-15,21713,CITRONELLA CANDLE FLOWERPOT,57,6.00,3.00,11.00,23.00,9.50
2010-09-19,21823,amazon adjust,57,12.00,3.00,24.00,55.50,4.75
2010-09-23,22810,SET OF 6 T-LIGHTS SNOWMEN,57,9.00,4.00,18.00,39.00,6.33
2010-09-24,21890,S/6 WOODEN SKITTLES IN COTTON BAG,57,6.00,3.00,9.00,18.00,9.50
2010-10-03,84997B,CHILDRENS CUTLERY RETROSPOT RED,57,10.00,5.00,18.00,37.50,5.70
2010-10-07,22813,PACK 3 BOXES BIRD PANETTONE,57,12.00,3.00,17.75,39.88,4.75
2010-10-07,22898,CHILDRENS APRON APPLES DESIGN,57,8.00,2.75,14.00,30.88,7.12
2010-10-14,21314,SMALL GLASS HEART TRINKET POT,57,11.50,6.00,22.00,46.00,4.96
2010-10-14,22624,IVORY KITCHEN SCALES,57,5.00,3.00,9.00,18.00,11.40
2010-10-20,35004C,SET OF 3 COLOURED FLYING DUCKS,57,4.00,2.00,13.75,31.38,14.25
2010-10-25,22460,EMBOSSED GLASS TEALIGHT HOLDER,57,12.00,5.00,24.00,52.50,4.75
2010-10-29,21481,FAWN BLUE HOT WATER BOTTLE,57,8.00,5.00,22.00,47.50,7.12
2010-11-02,22580,ADVENT CALENDAR GINGHAM SACK,57,9.00,3.00,16.00,35.50,6.33
2010-11-02,85232B,UNKNOWN,57,6.00,3.00,10.50,21.75,9.50
2010-11-10,84378,SET OF 3 HEART COOKIE CUTTERS,57,14.00,6.00,26.00,56.00,4.07
2010-11-12,22549,PICTURE DOMINOES,57,12.00,4.00,24.00,54.00,4.75
2010-11-17,85226A,UNKNOWN,57,8.00,3.00,13.00,28.00,7.12
2010-11-21,22694,WICKER STAR,57,10.00,3.00,22.00,50.50,5.70
2010-11-23,21488,RED WHITE SCARF HOT WATER BOTTLE,57,7.00,3.00,19.75,44.88,8.14
2010-11-30,21484,CHICK GREY HOT WATER BOTTLE,57,6.00,2.00,16.00,37.00,9.50
2010-12-06,84375,SET OF 20 KIDS COOKIE CUTTERS,57,12.00,3.00,24.00,55.50,4.75
2010-12-07,21174,POTTERING IN THE SHED METAL SIGN,57,12.00,3.00,20.00,45.50,4.75
2010-12-09,20966,SANDWICH BATH SPONGE,57,5.00,1.00,14.00,33.50,11.40
2010-12-14,22555,PLASTERS IN TIN STRONGMAN,57,14.00,7.00,26.75,56.38,4.07
2011-01-06,47590B,PINK HAPPY BIRTHDAY BUNTING,57,6.00,3.00,12.00,25.50,9.50
2011-01-18,85202,HANGING WOOD AND FELT HEART,57,3.00,1.00,8.00,18.50,19.00
2011-01-20,22804,PINK HANGING HEART T-LIGHT HOLDER,57,7.00,3.00,15.00,33.00,8.14
2011-02-21,47591D,PINK FAIRY CAKE CHILDRENS APRON,57,11.00,6.00,22.00,46.00,5.18
2011-02-28,21535,RED RETROSPOT SMALL MILK JUG,57,7.00,5.00,16.00,32.50,8.14
2011-03-03,82581,TOILET METAL SIGN,57,12.00,3.00,22.00,50.50,4.75
2011-03-29,23126,FELTCRAFT GIRL AMELIE KIT,57,4.50,3.00,9.00,18.00,12.67
2011-04-21,21096,SET/6 FRUIT SALAD PAPER PLATES,57,6.00,3.00,16.00,35.50,9.50
2011-04-21,47566B,TEA TIME PARTY BUNTING,57,7.00,3.00,15.00,33.00,8.14
2011-05-03,21792,CLASSIC FRENCH STYLE BASKET GREEN,57,2.00,1.00,5.00,11.00,28.50
2011-05-06,85014B,RED RETROSPOT UMBRELLA,57,5.00,3.00,10.00,20.50,11.40
2011-05-11,21908,CHOCOLATE THIS WAY METAL SIGN,57,12.00,3.00,16.00,35.50,4.75
2011-05-12,21937,STRAWBERRY PICNIC BAG,57,6.00,2.00,16.00,37.00,9.50
2011-05-13,21936,RED RETROSPOT PICNIC BAG,57,7.00,3.00,19.00,43.00,8.14
2011-05-17,21155,RED RETROSPOT PEG BAG,57,9.00,6.00,16.00,31.00,6.33
2011-06-13,21937,STRAWBERRY PICNIC BAG,57,6.00,2.00,16.00,37.00,9.50
2011-06-15,21174,POTTERING IN THE SHED METAL SIGN,57,12.00,3.00,20.00,45.50,4.75
2011-06-20,21877,HOME SWEET HOME MUG,57,12.00,6.00,24.00,51.00,4.75
2011-06-20,22064,PINK DOUGHNUT TRINKET POT,57,12.00,2.00,16.25,37.62,4.75
2011-07-05,22089,PAPER BUNTING VINTAGE PAISLEY,57,6.00,3.00,12.00,25.50,9.50
2011-07-28,23335,EGG FRYING PAN IVORY,57,3.00,1.00,6.00,13.50,19.00
2011-08-08,21314,SMALL GLASS HEART TRINKET POT,57,11.50,6.00,22.00,46.00,4.96
2011-08-17,23238,SET OF 4 KNICK KNACK TINS LONDON,57,7.00,5.00,13.00,25.00,8.14
2011-09-13,23238,SET OF 4 KNICK KNACK TINS LONDON,57,7.00,5.00,13.00,25.00,8.14
2011-09-22,85066,CREAM SWEETHEART MINI CHEST,57,4.00,2.00,6.25,12.62,14.25
2011-10-05,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,57,17.00,6.00,25.00,53.50,3.35
2011-10-10,23108,SET OF 10 LED DOLLY LIGHTS,57,7.00,4.00,14.00,29.00,8.14
2011-10-11,22427,ENAMEL FLOWER JUG CREAM,57,6.00,3.00,12.00,25.50,9.50
2011-10-25,20754,RETROSPOT RED WASHING UP GLOVES,57,6.00,3.00,12.00,25.50,9.50
2011-10-27,22792,FLUTED ANTIQUE CANDLE HOLDER,57,12.00,6.00,24.00,51.00,4.75
2011-11-02,85199S,SMALL HANGING IVORY/RED WOOD BIRD,57,7.00,3.00,24.00,55.50,8.14
2011-11-07,22227,HANGING HEART MIRROR DECORATION,57,9.00,3.00,24.50,56.75,6.33
2011-11-14,22066,LOVE HEART TRINKET POT,57,6.00,2.00,16.00,37.00,9.50
2011-11-14,22219,LOVEBIRD HANGING DECORATION WHITE,57,12.00,5.00,24.00,52.50,4.75
2011-11-14,22745,POPPY'S PLAYHOUSE BEDROOM,57,7.50,4.00,16.75,35.88,7.60
2011-11-15,22163,HEART STRING MEMO HOLDER HANGING,57,4.00,2.00,9.25,20.12,14.25
2011-11-16,21822,GLITTER CHRISTMAS TREE WITH BELLS,57,6.00,3.75,12.25,25.00,9.50
2011-11-17,21615,4 LAVENDER BOTANICAL DINNER CANDLES,57,6.00,2.00,12.00,27.00,9.50
2011-11-20,21891,TRADITIONAL WOODEN SKIPPING ROPE,57,13.00,4.00,25.00,56.50,4.38
2011-11-20,22617,BAKING SET SPACEBOY DESIGN,57,6.00,3.00,11.00,23.00,9.50
2011-11-23,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,57,3.00,1.00,5.00,11.00,19.00
2011-12-01,21481,FAWN BLUE HOT WATER BOTTLE,57,8.00,5.00,22.00,47.50,7.12
2011-12-01,23242,TREASURE TIN BUFFALO BILL,57,6.00,3.00,12.00,25.50,9.50
2011-12-02,23323,WHITE WICKER STAR,57,9.00,4.50,18.00,38.25,6.33
2011-12-05,22721,SET OF 3 CAKE TINS SKETCHBOOK,57,3.00,2.00,6.00,12.00,19.00
2011-12-06,22899,CHILDREN'S APRON DOLLY GIRL,57,6.00,3.00,12.00,25.50,9.50
2011-12-06,85199S,SMALL HANGING IVORY/RED WOOD BIRD,57,7.00,3.00,24.00,55.50,8.14
2011-12-08,22666,RECIPE BOX PANTRY YELLOW DESIGN,57,15.00,7.25,27.00,56.62,3.80
2009-12-01,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,56,3.00,1.00,5.00,11.00,18.67
2009-12-01,84519A,TOMATO CHARLIE+LOLA COASTER SET,56,2.00,1.00,6.00,13.50,28.00
2009-12-07,21523,DOORMAT FANCY FONT HOME SWEET HOME,56,6.00,2.00,13.00,29.50,9.33
2009-12-07,22352,LUNCH BOX WITH CUTLERY RETROSPOT,56,8.00,3.00,15.00,33.00,7.00
2009-12-08,47591C,UNKNOWN,56,4.00,2.00,9.25,20.12,14.00
2009-12-09,84375,SET OF 20 KIDS COOKIE CUTTERS,56,12.00,3.00,24.00,55.50,4.67
2009-12-10,21100,CHARLIE AND LOLA CHARLOTTE BAG,56,5.00,1.00,12.00,28.50,11.20
2009-12-14,21708,FOLDING UMBRELLA CREAM POLKADOT,56,3.00,1.00,4.00,8.50,18.67
2009-12-14,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,56,2.00,1.00,4.00,8.50,28.00
2009-12-14,21711,FOLDING UMBRELLA WHITE/RED POLKADOT,56,2.00,1.00,4.00,8.50,28.00
2009-12-16,37448,CERAMIC CAKE DESIGN SPOTTED MUG,56,12.00,4.00,18.00,39.00,4.67
2009-12-17,22125,UNKNOWN,56,4.00,2.00,12.25,27.62,14.00
2010-01-11,21488,RED WHITE SCARF HOT WATER BOTTLE,56,7.00,3.00,19.75,44.88,8.00
2010-01-11,48138,DOORMAT UNION FLAG,56,10.00,4.00,21.00,46.50,5.60
2010-01-13,20729,UNKNOWN,56,5.00,2.00,12.00,27.00,11.20
2010-01-22,22073,RED RETROSPOT STORAGE JAR,56,4.00,3.00,8.25,16.12,14.00
2010-01-26,21238,RED RETROSPOT CUP,56,12.00,8.00,23.00,45.50,4.67
2010-02-03,21314,SMALL GLASS HEART TRINKET POT,56,11.50,6.00,22.00,46.00,4.87
2010-02-07,21165,BEWARE OF THE CAT METAL SIGN,56,12.00,3.00,24.00,55.50,4.67
2010-02-11,21238,RED RETROSPOT CUP,56,12.00,8.00,23.00,45.50,4.67
2010-02-11,84251J,"GREETING CARD, THE BLACK CAT",56,1.50,1.00,12.00,28.50,37.33
2010-02-18,21218,RED SPOTTY BISCUIT TIN,56,7.00,3.00,12.00,25.50,8.00
2010-02-28,85113,UNKNOWN,56,6.00,2.75,8.00,15.88,9.33
2010-03-01,85042,ANTIQUE LILY FAIRY LIGHTS,56,8.00,4.00,24.00,54.00,7.00
2010-03-02,84615,PINK ROUND BUTTERFLY MIRROR,56,8.00,1.00,8.00,18.50,7.00
2010-03-04,79067,CORONA MEXICAN TRAY,56,5.00,2.00,8.00,17.00,11.20
2010-03-07,82581,TOILET METAL SIGN,56,12.00,3.00,22.00,50.50,4.67
2010-03-10,20969,RED FLORAL FELTCRAFT SHOULDER BAG,56,4.00,2.00,8.00,17.00,14.00
2010-03-10,85199L,LARGE HANGING IVORY & RED WOOD BIRD,56,12.00,2.00,17.50,40.75,4.67
2010-03-14,21936,RED RETROSPOT PICNIC BAG,56,7.00,3.00,19.00,43.00,8.00
2010-03-16,21590,UNKNOWN,56,7.00,3.00,24.00,55.50,8.00
2010-03-16,47568,ENGLISH ROSE DESIGN PEG BAG,56,10.00,6.00,15.00,28.50,5.60
2010-03-21,21937,STRAWBERRY PICNIC BAG,56,6.00,2.00,16.00,37.00,9.33
2010-03-21,84596I,WRAP SWEETS LIGHT PINK SMALL BOWL,56,1.00,1.00,4.50,9.75,56.00
2010-03-21,M,Manual,56,3.00,1.00,12.00,28.50,18.67
2010-03-24,22464,HANGING METAL HEART LANTERN,56,12.00,7.00,24.00,49.50,4.67
2010-03-29,21508,VINTAGE KID DOLLY CARD,56,12.00,12.00,24.00,42.00,4.67
2010-04-06,21535,RED RETROSPOT SMALL MILK JUG,56,7.00,5.00,16.00,32.50,8.00
2010-04-06,21895,POTTING SHED SOW 'N' GROW SET,56,4.00,1.00,4.00,8.50,14.00
2010-04-08,21135,VICTORIAN METAL POSTCARD SPRING,56,8.00,8.00,24.00,48.00,7.00
2010-04-14,47570,ENGLISH ROSE TABLE CLOTH,56,2.00,1.00,3.75,7.88,28.00
2010-04-18,21155,RED RETROSPOT PEG BAG,56,9.00,6.00,16.00,31.00,6.22
2010-04-19,21713,CITRONELLA CANDLE FLOWERPOT,56,6.00,3.00,11.00,23.00,9.33
2010-04-19,21933,PINK VINTAGE PAISLEY PICNIC BAG,56,5.00,2.00,12.00,27.00,11.20
2010-05-06,21870,I CAN ONLY PLEASE ONE PERSON MUG,56,12.00,6.00,24.00,51.00,4.67
2010-05-06,21925,UNION STRIPE CUSHION COVER,56,6.00,2.00,12.00,27.00,9.33
2010-05-07,21935,SUKI SHOULDER BAG,56,10.00,3.00,20.00,45.50,5.60
2010-05-14,47580,TEA TIME DES TEA COSY,56,3.00,1.50,6.00,12.75,18.67
2010-05-16,47559B,TEA TIME OVEN GLOVE,56,10.00,3.00,16.00,35.50,5.60
2010-05-23,22637,PIGGY BANK RETROSPOT,56,7.00,4.00,12.00,24.00,8.00
2010-05-24,21314,SMALL GLASS HEART TRINKET POT,56,11.50,6.00,22.00,46.00,4.87
2010-05-27,79067,CORONA MEXICAN TRAY,56,5.00,2.00,8.00,17.00,11.20
2010-05-30,82581,TOILET METAL SIGN,56,12.00,3.00,22.00,50.50,4.67
2010-06-02,47568,ENGLISH ROSE DESIGN PEG BAG,56,10.00,6.00,15.00,28.50,5.60
2010-06-04,84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,56,2.00,1.00,4.00,8.50,28.00
2010-06-07,22117,METAL SIGN HER DINNER IS SERVED,56,2.00,1.00,6.00,13.50,28.00
2010-06-17,22295,HEART FILIGREE DOVE LARGE,56,15.00,10.00,27.00,52.50,3.73
2010-06-28,20717,STRAWBERRY SHOPPER BAG,56,10.00,3.00,14.00,30.50,5.60
2010-07-01,21238,RED RETROSPOT CUP,56,12.00,8.00,23.00,45.50,4.67
2010-08-10,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,56,9.00,4.00,19.00,41.50,6.22
2010-08-25,82599,UNKNOWN,56,5.00,1.00,13.00,31.00,11.20
2010-09-03,22437,SET OF 9 BLACK SKULL BALLOONS,56,20.00,4.00,21.00,46.50,2.80
2010-09-07,22333,RETROSPOT PARTY BAG + STICKER SET,56,9.00,5.00,21.50,46.25,6.22
2010-09-08,20978,36 PENCILS TUBE SKULLS,56,7.50,2.00,16.00,37.00,7.47
2010-09-09,21238,RED RETROSPOT CUP,56,12.00,8.00,23.00,45.50,4.67
2010-09-09,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,56,12.50,10.00,26.25,50.62,4.48
2010-09-17,82582,AREA PATROLLED METAL SIGN,56,12.00,2.00,18.00,42.00,4.67
2010-09-21,22570,UNKNOWN,56,7.00,3.00,13.00,28.00,8.00
2010-09-21,82483,WOOD 2 DRAWER CABINET WHITE FINISH,56,6.00,3.00,16.00,35.50,9.33
2010-09-23,21135,VICTORIAN METAL POSTCARD SPRING,56,8.00,8.00,24.00,48.00,7.00
2010-09-28,22906,12 MESSAGE CARDS WITH ENVELOPES,56,10.00,2.00,17.00,39.50,5.60
2010-09-29,22380,TOY TIDY SPACEBOY,56,6.00,3.00,12.00,25.50,9.33
2010-09-29,22557,PLASTERS IN TIN VINTAGE PAISLEY,56,13.00,5.00,25.00,55.00,4.31
2010-09-30,22620,4 TRADITIONAL SPINNING TOPS,56,13.00,8.00,25.00,50.50,4.31
2010-10-05,21587,COSY HOUR GIANT TUBE MATCHES,56,12.00,7.00,24.75,51.38,4.67
2010-10-07,22576,SWALLOW WOODEN CHRISTMAS DECORATION,56,12.00,5.00,25.00,55.00,4.67
2010-10-07,22897,OVEN MITT APPLES DESIGN,56,7.00,2.00,12.00,27.00,8.00
2010-10-14,22295,HEART FILIGREE DOVE LARGE,56,15.00,10.00,27.00,52.50,3.73
2010-10-17,22456,NATURAL SLATE CHALKBOARD LARGE,56,6.00,3.00,12.00,25.50,9.33
2010-10-17,47566B,TEA TIME PARTY BUNTING,56,7.00,3.00,15.00,33.00,8.00
2010-10-18,22904,CALENDAR PAPER CUT DESIGN,56,8.00,4.50,14.00,28.25,7.00
2010-10-20,22568,FELTCRAFT CUSHION OWL,56,7.00,4.00,13.00,26.50,8.00
2010-10-20,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,56,9.00,3.00,20.00,45.50,6.22
2010-10-24,22110,BIRD HOUSE HOT WATER BOTTLE,56,5.00,2.00,10.00,22.00,11.20
2010-10-26,85227,SET OF 6 3D KIT CARDS FOR KIDS,56,8.00,2.00,13.00,29.50,7.00
2010-10-28,21135,VICTORIAN METAL POSTCARD SPRING,56,8.00,8.00,24.00,48.00,7.00
2010-11-03,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,56,8.00,4.00,13.00,26.50,7.00
2010-11-03,22766,PHOTO FRAME CORNICE,56,9.00,4.00,16.00,34.00,6.22
2010-11-04,22367,CHILDRENS APRON SPACEBOY DESIGN,56,10.00,5.00,18.00,37.50,5.60
2010-11-05,21429,RED GINGHAM ROSE JEWELLERY BOX,56,10.00,5.00,20.00,42.50,5.60
2010-11-08,22349,DOG BOWL CHASING BALL DESIGN,56,6.00,2.00,7.00,14.50,9.33
2010-11-09,22631,CIRCUS PARADE LUNCH BOX,56,12.00,3.00,24.00,55.50,4.67
2010-11-09,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,56,17.00,6.00,25.00,53.50,3.29
2010-11-10,20982,12 PENCILS TALL TUBE SKULLS,56,12.00,3.75,20.75,46.25,4.67
2010-11-11,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,56,9.00,3.00,20.00,45.50,6.22
2010-11-16,22271,FELTCRAFT DOLL ROSIE,56,6.00,3.00,13.00,28.00,9.33
2010-11-17,21871,SAVE THE PLANET MUG,56,12.00,6.00,24.00,51.00,4.67
2010-11-17,22893,MINI CAKE STAND T-LIGHT HOLDER,56,12.00,5.00,24.00,52.50,4.67
2010-11-29,22505,MEMO BOARD COTTAGE DESIGN,56,4.00,3.00,9.00,18.00,14.00
2010-11-29,22667,RECIPE BOX RETROSPOT,56,9.00,4.00,18.00,39.00,6.22
2010-11-30,21135,VICTORIAN METAL POSTCARD SPRING,56,8.00,8.00,24.00,48.00,7.00
2010-11-30,22064,PINK DOUGHNUT TRINKET POT,56,12.00,2.00,16.25,37.62,4.67
2010-12-01,22557,PLASTERS IN TIN VINTAGE PAISLEY,56,13.00,5.00,25.00,55.00,4.31
2010-12-02,84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,56,4.50,2.00,6.00,12.00,12.44
2010-12-05,M,Manual,56,3.00,1.00,12.00,28.50,18.67
2010-12-10,22728,ALARM CLOCK BAKELIKE PINK,56,8.00,4.00,17.25,37.12,7.00
2010-12-14,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,56,13.00,6.00,24.00,51.00,4.31
2010-12-17,20966,SANDWICH BATH SPONGE,56,5.00,1.00,14.00,33.50,11.20
2010-12-17,22752,SET 7 BABUSHKA NESTING BOXES,56,4.00,2.00,10.75,23.88,14.00
2010-12-21,20961,STRAWBERRY BATH SPONGE,56,4.00,1.00,11.75,27.88,14.00
2011-01-04,82613D,METAL SIGN CUPCAKE SINGLE HOOK,56,2.00,1.00,8.00,18.50,28.00
2011-01-05,22222,CAKE PLATE LOVEBIRD WHITE,56,3.00,1.00,4.00,8.50,18.67
2011-01-06,22934,BAKING MOULD EASTER EGG WHITE CHOC,56,5.00,2.00,8.00,17.00,11.20
2011-01-12,22949,SET OF 36 DOLLY GIRL PAPER DOILIES,56,12.00,1.00,12.00,28.50,4.67
2011-01-20,10135,COLOURING PENCILS BROWN TUBE,56,10.00,3.00,20.00,45.50,5.60
2011-01-21,22902,TOTE BAG I LOVE LONDON,56,6.00,2.00,12.75,28.88,9.33
2011-01-25,47566B,TEA TIME PARTY BUNTING,56,7.00,3.00,15.00,33.00,8.00
2011-02-02,22896,PEG BAG APPLES DESIGN,56,5.00,1.00,8.00,18.50,11.20
2011-02-22,85206A,UNKNOWN,56,12.00,6.00,21.00,43.50,4.67
2011-03-01,21242,RED RETROSPOT PLATE,56,8.00,4.00,16.00,34.00,7.00
2011-03-10,21936,RED RETROSPOT PICNIC BAG,56,7.00,3.00,19.00,43.00,8.00
2011-03-17,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,56,8.00,3.00,15.00,33.00,7.00
2011-03-22,21397,BLUE POLKADOT EGG CUP,56,12.00,2.00,13.00,29.50,4.67
2011-03-28,21626,VINTAGE UNION JACK PENNANT,56,10.00,2.00,12.00,27.00,5.60
2011-03-29,22150,3 STRIPEY MICE FELTCRAFT,56,8.00,5.00,15.50,31.25,7.00
2011-03-29,22999,TRAVEL CARD WALLET VINTAGE LEAF,56,11.00,3.25,24.00,55.12,5.09
2011-04-05,23176,ABC TREASURE BOOK BOX,56,8.00,2.00,10.00,22.00,7.00
2011-04-06,21320,GLASS CHALICE GREEN LARGE,56,3.00,1.00,6.00,13.50,18.67
2011-04-13,21318,GLASS CHALICE BLUE SMALL,56,6.00,2.00,12.00,27.00,9.33
2011-04-13,22896,PEG BAG APPLES DESIGN,56,5.00,1.00,8.00,18.50,11.20
2011-04-21,84596F,SMALL MARSHMALLOWS PINK BOWL,56,8.00,2.00,16.00,37.00,7.00
2011-04-27,21933,PINK VINTAGE PAISLEY PICNIC BAG,56,5.00,2.00,12.00,27.00,11.20
2011-05-04,21937,STRAWBERRY PICNIC BAG,56,6.00,2.00,16.00,37.00,9.33
2011-05-05,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,56,12.00,5.00,24.00,52.50,4.67
2011-05-06,21084,SET/6 COLLAGE PAPER CUPS,56,9.00,3.00,24.00,55.50,6.22
2011-05-06,21239,PINK POLKADOT CUP,56,9.00,5.00,17.00,35.00,6.22
2011-05-06,21240,BLUE POLKADOT CUP,56,8.00,4.00,17.00,36.50,7.00
2011-05-13,47591D,PINK FAIRY CAKE CHILDRENS APRON,56,11.00,6.00,22.00,46.00,5.09
2011-05-17,47590B,PINK HAPPY BIRTHDAY BUNTING,56,6.00,3.00,12.00,25.50,9.33
2011-05-23,23087,ZINC HEART T-LIGHT HOLDER,56,16.00,3.00,16.00,35.50,3.50
2011-05-27,22899,CHILDREN'S APRON DOLLY GIRL,56,6.00,3.00,12.00,25.50,9.33
2011-06-08,21090,SET/6 COLLAGE PAPER PLATES,56,10.00,3.00,15.50,34.25,5.60
2011-06-08,21668,RED STRIPE CERAMIC DRAWER KNOB,56,14.00,10.00,27.00,52.50,4.00
2011-06-13,21240,BLUE POLKADOT CUP,56,8.00,4.00,17.00,36.50,7.00
2011-06-14,23252,VINTAGE RED ENAMEL TRIM JUG,56,4.00,2.00,6.75,13.88,14.00
2011-06-16,22937,BAKING MOULD CHOCOLATE CUPCAKES,56,6.00,3.00,12.00,25.50,9.33
2011-06-20,21135,VICTORIAN METAL POSTCARD SPRING,56,8.00,8.00,24.00,48.00,7.00
2011-06-27,47566B,TEA TIME PARTY BUNTING,56,7.00,3.00,15.00,33.00,8.00
2011-06-29,21135,VICTORIAN METAL POSTCARD SPRING,56,8.00,8.00,24.00,48.00,7.00
2011-07-05,21749,LARGE RED RETROSPOT WINDMILL,56,6.00,2.00,9.00,19.50,9.33
2011-07-19,22568,FELTCRAFT CUSHION OWL,56,7.00,4.00,13.00,26.50,8.00
2011-07-19,23164,REGENCY CAKE SLICE,56,4.00,4.00,8.00,14.00,14.00
2011-07-25,21179,NO JUNK MAIL METAL SIGN,56,6.00,2.00,15.00,34.50,9.33
2011-07-27,22899,CHILDREN'S APRON DOLLY GIRL,56,6.00,3.00,12.00,25.50,9.33
2011-08-04,23163,REGENCY SUGAR TONGS,56,8.00,2.00,16.00,37.00,7.00
2011-08-11,20829,GLITTER HANGING BUTTERFLY STRING,56,7.00,2.00,11.00,24.50,8.00
2011-08-11,22333,RETROSPOT PARTY BAG + STICKER SET,56,9.00,5.00,21.50,46.25,6.22
2011-08-12,22333,RETROSPOT PARTY BAG + STICKER SET,56,9.00,5.00,21.50,46.25,6.22
2011-08-16,23287,RED VINTAGE SPOT BEAKER,56,9.00,4.00,18.00,39.00,6.22
2011-08-18,21162,TOXIC AREA DOOR HANGER,56,3.00,2.00,12.00,27.00,18.67
2011-08-25,23163,REGENCY SUGAR TONGS,56,8.00,2.00,16.00,37.00,7.00
2011-09-02,23252,VINTAGE RED ENAMEL TRIM JUG,56,4.00,2.00,6.75,13.88,14.00
2011-09-04,23228,FILIGREE HEART BIRD WHITE,56,11.00,3.00,24.00,55.50,5.09
2011-09-11,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,56,9.00,3.00,20.00,45.50,6.22
2011-09-13,21314,SMALL GLASS HEART TRINKET POT,56,11.50,6.00,22.00,46.00,4.87
2011-09-21,22730,ALARM CLOCK BAKELIKE IVORY,56,8.00,4.00,14.00,29.00,7.00
2011-09-21,23241,TREASURE TIN GYMKHANA DESIGN,56,8.00,4.00,18.75,40.88,7.00
2011-09-22,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,56,12.50,10.00,26.25,50.62,4.48
2011-09-27,21084,SET/6 COLLAGE PAPER CUPS,56,9.00,3.00,24.00,55.50,6.22
2011-09-29,23163,REGENCY SUGAR TONGS,56,8.00,2.00,16.00,37.00,7.00
2011-10-17,85049E,SCANDINAVIAN REDS RIBBONS,56,12.00,3.00,23.25,53.62,4.67
2011-10-18,21809,CHRISTMAS HANGING TREE WITH BELL,56,10.00,3.00,22.00,50.50,5.60
2011-10-20,23130,MISTLETOE HEART WREATH GREEN,56,6.00,4.00,11.00,21.50,9.33
2011-10-21,23162,REGENCY TEA STRAINER,56,5.00,3.00,15.50,34.25,11.20
2011-10-25,21314,SMALL GLASS HEART TRINKET POT,56,11.50,6.00,22.00,46.00,4.87
2011-10-28,84997D,CHILDRENS CUTLERY POLKADOT PINK,56,9.00,5.00,19.00,40.00,6.22
2011-11-02,22328,ROUND SNACK BOXES SET OF 4 FRUITS,56,12.00,6.00,24.00,51.00,4.67
2011-11-09,21155,RED RETROSPOT PEG BAG,56,9.00,6.00,16.00,31.00,6.22
2011-11-17,22667,RECIPE BOX RETROSPOT,56,9.00,4.00,18.00,39.00,6.22
2011-11-23,23388,WOODLAND MINI BACKPACK,56,7.00,4.00,11.50,22.75,8.00
2011-11-24,35471D,SET OF 3 BIRD LIGHT PINK FEATHER,56,3.00,1.00,12.00,28.50,18.67
2011-11-30,22348,TEA BAG PLATE RED RETROSPOT,56,13.00,5.00,25.00,55.00,4.31
2011-12-05,22109,FULL ENGLISH BREAKFAST PLATE,56,4.00,2.00,12.00,27.00,14.00
