snapshot_date,sku_id,description,category,location_count,on_hand_quantity,on_order_quantity,reserved_quantity,available_supply_quantity,inventory_value,avg_daily_forecast_units,lead_time_days,reorder_point_units,days_of_supply,potential_stockout,excess_inventory,slow_moving,risk_level,risk_reason
,22430,ENAMEL WATERING CAN CREAM,UNMAPPED,,,,,,,0.3236,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22431,WATERING CAN BLUE ELEPHANT,UNMAPPED,,,,,,,0.8033,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22432,WATERING CAN PINK BUNNY,UNMAPPED,,,,,,,0.2934,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22433,WATERING CAN GREEN DINOSAUR,UNMAPPED,,,,,,,0.3439,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22434,BALLOON PUMP WITH 10 BALLOONS,UNMAPPED,,,,,,,0.9700,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22435,SET OF 9 HEART SHAPED BALLOONS,UNMAPPED,,,,,,,3.8823,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22436,12 COLOURED PARTY BALLOONS,UNMAPPED,,,,,,,3.1895,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22437,SET OF 9 BLACK SKULL BALLOONS,UNMAPPED,,,,,,,2.6176,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22438,BALLOON ART MAKE YOUR OWN FLOWERS,UNMAPPED,,,,,,,1.6439,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22439,6 ROCKET BALLOONS,UNMAPPED,,,,,,,3.8259,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22440,BALLOON WATER BOMB PACK OF 35,UNMAPPED,,,,,,,3.2338,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,UNMAPPED,,,,,,,2.7890,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22442,GROW YOUR OWN FLOWERS SET OF 3,UNMAPPED,,,,,,,0.5683,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22443,GROW YOUR OWN HERBS SET OF 3,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22444,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22445,PENCIL CASE LIFE IS BEAUTIFUL,UNMAPPED,,,,,,,1.2009,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22446,PIN CUSHION BABUSHKA PINK,UNMAPPED,,,,,,,2.2523,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22447,PIN CUSHION BABUSHKA BLUE,UNMAPPED,,,,,,,0.1820,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22448,PIN CUSHION BABUSHKA RED,UNMAPPED,,,,,,,0.4914,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22449,SILK PURSE BABUSHKA PINK,UNMAPPED,,,,,,,0.2847,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22450,SILK PURSE BABUSHKA BLUE,UNMAPPED,,,,,,,0.3574,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22451,SILK PURSE BABUSHKA RED,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22452,MEASURING TAPE BABUSHKA PINK,UNMAPPED,,,,,,,0.3146,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22453,MEASURING TAPE BABUSHKA BLUE,UNMAPPED,,,,,,,0.6476,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22454,MEASURING TAPE BABUSHKA RED,UNMAPPED,,,,,,,0.1566,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22456,NATURAL SLATE CHALKBOARD LARGE,UNMAPPED,,,,,,,3.1528,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22457,NATURAL SLATE HEART CHALKBOARD,UNMAPPED,,,,,,,13.2301,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22458,CAST IRON HOOK GARDEN FORK,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22459,UNKNOWN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22460,EMBOSSED GLASS TEALIGHT HOLDER,UNMAPPED,,,,,,,3.8280,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22461,SAVOY ART DECO CLOCK,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22464,HANGING METAL HEART LANTERN,UNMAPPED,,,,,,,6.1142,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22465,HANGING METAL STAR LANTERN,UNMAPPED,,,,,,,5.2503,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22466,FAIRY TALE COTTAGE NIGHT LIGHT,UNMAPPED,,,,,,,4.3597,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22467,GUMBALL COAT RACK,UNMAPPED,,,,,,,12.2776,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22468,BABUSHKA LIGHTS STRING OF 10,UNMAPPED,,,,,,,1.1955,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22469,HEART OF WICKER SMALL,UNMAPPED,,,,,,,14.7357,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22470,HEART OF WICKER LARGE,UNMAPPED,,,,,,,10.9123,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22471,TV DINNER TRAY AIR HOSTESS,UNMAPPED,,,,,,,0.6829,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22472,TV DINNER TRAY DOLLY GIRL,UNMAPPED,,,,,,,0.7035,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22473,TV DINNER TRAY VINTAGE PAISLEY,UNMAPPED,,,,,,,0.9578,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22474,SPACEBOY TV DINNER TRAY,UNMAPPED,,,,,,,1.0483,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22475,SKULL DESIGN TV DINNER TRAY,UNMAPPED,,,,,,,1.6059,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22476,EMPIRE UNION JACK TV DINNER TRAY,UNMAPPED,,,,,,,1.1085,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22477,WATERING CAN GARDEN MARKER,UNMAPPED,,,,,,,0.8974,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22478,BIRDHOUSE GARDEN MARKER,UNMAPPED,,,,,,,1.0687,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22479,DAISY GARDEN MARKER,UNMAPPED,,,,,,,0.3708,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22480,RED TEA TOWEL CLASSIC DESIGN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22481,BLACK TEA TOWEL CLASSIC DESIGN,UNMAPPED,,,,,,,1.1780,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22482,BLUE TEA TOWEL CLASSIC DESIGN,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22483,RED GINGHAM TEDDY BEAR,UNMAPPED,,,,,,,2.1467,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22485,SET OF 2 WOODEN MARKET CRATES,UNMAPPED,,,,,,,0.8226,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22486,PLASMATRONIC LAMP,UNMAPPED,,,,,,,0.2535,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22487,WHITE WOOD GARDEN PLANT LADDER,UNMAPPED,,,,,,,1.1396,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22488,NATURAL SLATE RECTANGLE CHALKBOARD,UNMAPPED,,,,,,,3.9576,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22489,PACK OF 12 TRADITIONAL CRAYONS,UNMAPPED,,,,,,,10.8029,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22491,PACK OF 12 COLOURED PENCILS,UNMAPPED,,,,,,,4.2989,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22492,MINI PAINT SET VINTAGE,UNMAPPED,,,,,,,13.7440,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22493,PAINT YOUR OWN CANVAS SET,UNMAPPED,,,,,,,3.1437,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22494,EMERGENCY FIRST AID TIN,UNMAPPED,,,,,,,1.6226,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22495,SET OF 2 ROUND TINS CAMEMBERT,UNMAPPED,,,,,,,0.6397,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22496,SET OF 2 ROUND TINS DUTCH CHEESE,UNMAPPED,,,,,,,0.6354,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22497,SET OF 2 TINS VINTAGE BATHROOM,UNMAPPED,,,,,,,0.1588,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22498,WOODEN REGATTA BUNTING,UNMAPPED,,,,,,,0.3819,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22499,WOODEN UNION JACK BUNTING,UNMAPPED,,,,,,,1.2100,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22500,SET OF 2 TINS JARDIN DE PROVENCE,UNMAPPED,,,,,,,0.5126,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22501,PICNIC BASKET WICKER LARGE,UNMAPPED,,,,,,,0.1000,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22502,PICNIC BASKET WICKER SMALL,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22503,CABIN BAG VINTAGE PAISLEY,UNMAPPED,,,,,,,0.1582,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22504,CABIN BAG VINTAGE RETROSPOT,UNMAPPED,,,,,,,0.2166,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22505,MEMO BOARD COTTAGE DESIGN,UNMAPPED,,,,,,,1.9609,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22507,MEMO BOARD RETROSPOT DESIGN,UNMAPPED,,,,,,,3.9412,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22508,DOORSTOP RETROSPOT HEART,UNMAPPED,,,,,,,2.5807,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22509,SEWING BOX RETROSPOT DESIGN,UNMAPPED,,,,,,,0.6374,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22510,GINGHAM BABUSHKA DOORSTOP,UNMAPPED,,,,,,,0.4022,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22511,RETROSPOT BABUSHKA DOORSTOP,UNMAPPED,,,,,,,0.5222,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22512,DOORSTOP RACING CAR DESIGN,UNMAPPED,,,,,,,0.4490,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22513,DOORSTOP FOOTBALL DESIGN,UNMAPPED,,,,,,,0.4491,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22514,CHILDS GARDEN SPADE BLUE,UNMAPPED,,,,,,,0.5736,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22515,CHILDS GARDEN SPADE PINK,UNMAPPED,,,,,,,0.5261,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22516,CHILDS GARDEN RAKE BLUE,UNMAPPED,,,,,,,0.4437,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22517,CHILDS GARDEN RAKE PINK,UNMAPPED,,,,,,,0.4515,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22518,CHILDS GARDEN BRUSH BLUE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22519,CHILDS GARDEN BRUSH PINK,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22520,CHILDS GARDEN TROWEL BLUE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22521,CHILDS GARDEN TROWEL PINK,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22522,CHILDS GARDEN FORK BLUE,UNMAPPED,,,,,,,0.2108,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22523,CHILDS GARDEN FORK PINK,UNMAPPED,,,,,,,0.5201,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22524,CHILDRENS GARDEN GLOVES BLUE,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22525,CHILDRENS GARDEN GLOVES PINK,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22526,WHEELBARROW FOR CHILDREN,UNMAPPED,,,,,,,0.2029,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22528,GARDENERS KNEELING PAD,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22529,MAGIC DRAWING SLATE GO TO THE FAIR,UNMAPPED,,,,,,,1.4366,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22530,MAGIC DRAWING SLATE DOLLY GIRL,UNMAPPED,,,,,,,5.6106,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22531,MAGIC DRAWING SLATE CIRCUS PARADE,UNMAPPED,,,,,,,4.2902,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22532,MAGIC DRAWING SLATE LEAP FROG,UNMAPPED,,,,,,,0.8139,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22533,MAGIC DRAWING SLATE BAKE A CAKE,UNMAPPED,,,,,,,1.2254,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22534,MAGIC DRAWING SLATE SPACEBOY,UNMAPPED,,,,,,,7.0882,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22535,MAGIC DRAWING SLATE BUNNIES,UNMAPPED,,,,,,,2.1087,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22536,MAGIC DRAWING SLATE PURDEY,UNMAPPED,,,,,,,1.2161,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22537,MAGIC DRAWING SLATE DINOSAUR,UNMAPPED,,,,,,,3.6949,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22538,MINI JIGSAW GO TO THE FAIR,UNMAPPED,,,,,,,0.3561,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22539,MINI JIGSAW DOLLY GIRL,UNMAPPED,,,,,,,1.7080,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22540,MINI JIGSAW CIRCUS PARADE,UNMAPPED,,,,,,,1.2610,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22541,MINI JIGSAW LEAP FROG,UNMAPPED,,,,,,,0.4585,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22543,MINI JIGSAW BAKE A CAKE,UNMAPPED,,,,,,,0.4903,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22544,MINI JIGSAW SPACEBOY,UNMAPPED,,,,,,,3.9364,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22545,MINI JIGSAW BUNNIES,UNMAPPED,,,,,,,0.7472,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22546,MINI JIGSAW PURDEY,UNMAPPED,,,,,,,1.6886,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22547,MINI JIGSAW DINOSAUR,UNMAPPED,,,,,,,1.4386,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22548,adjustment,UNMAPPED,,,,,,,0.2217,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22549,PICTURE DOMINOES,UNMAPPED,,,,,,,10.4805,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22550,HOLIDAY FUN LUDO,UNMAPPED,,,,,,,1.8602,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22551,PLASTERS IN TIN SPACEBOY,UNMAPPED,,,,,,,13.1190,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22553,PLASTERS IN TIN SKULLS,UNMAPPED,,,,,,,10.6482,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22554,PLASTERS IN TIN WOODLAND ANIMALS,UNMAPPED,,,,,,,12.1920,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22555,PLASTERS IN TIN STRONGMAN,UNMAPPED,,,,,,,10.7493,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22556,PLASTERS IN TIN CIRCUS PARADE,UNMAPPED,,,,,,,10.5322,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22557,PLASTERS IN TIN VINTAGE PAISLEY,UNMAPPED,,,,,,,9.6083,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22558,CLOTHES PEGS RETROSPOT PACK 24,UNMAPPED,,,,,,,8.7603,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22559,SEASIDE FLYING DISC,UNMAPPED,,,,,,,0.4235,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22560,TRADITIONAL MODELLING CLAY,UNMAPPED,,,,,,,10.6116,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22561,WOODEN SCHOOL COLOURING SET,UNMAPPED,,,,,,,11.3500,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22562,MONSTERS STENCIL CRAFT,UNMAPPED,,,,,,,3.4214,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22563,HAPPY STENCIL CRAFT,UNMAPPED,,,,,,,5.8038,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22564,ALPHABET STENCIL CRAFT,UNMAPPED,,,,,,,3.4018,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22565,FELTCRAFT HAIRBANDS PINK AND WHITE,UNMAPPED,,,,,,,2.4175,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,UNMAPPED,,,,,,,3.7292,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22567,20 DOLLY PEGS RETROSPOT,UNMAPPED,,,,,,,2.1419,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22568,FELTCRAFT CUSHION OWL,UNMAPPED,,,,,,,5.4057,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22569,FELTCRAFT CUSHION BUTTERFLY,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22570,UNKNOWN,UNMAPPED,,,,,,,0.2172,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22571,ROCKING HORSE RED CHRISTMAS,UNMAPPED,,,,,,,11.0107,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22572,ROCKING HORSE GREEN CHRISTMAS,UNMAPPED,,,,,,,5.5618,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22573,STAR WOODEN CHRISTMAS DECORATION,UNMAPPED,,,,,,,10.6355,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22574,HEART WOODEN CHRISTMAS DECORATION,UNMAPPED,,,,,,,12.0592,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22575,METAL MERRY CHRISTMAS WREATH,UNMAPPED,,,,,,,0.5267,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22576,SWALLOW WOODEN CHRISTMAS DECORATION,UNMAPPED,,,,,,,8.1660,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,UNMAPPED,,,,,,,18.9644,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,UNMAPPED,,,,,,,19.0878,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,UNMAPPED,,,,,,,9.4326,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22580,ADVENT CALENDAR GINGHAM SACK,UNMAPPED,,,,,,,9.7151,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,UNMAPPED,,,,,,,8.9150,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22582,PACK OF 6 SWEETIE GIFT BOXES,UNMAPPED,,,,,,,0.5538,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22583,PACK OF 6 HANDBAG GIFT BOXES,UNMAPPED,,,,,,,0.4073,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22584,PACK OF 6 PANETTONE GIFT BOXES,UNMAPPED,,,,,,,1.5957,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22585,PACK OF 6 BIRDY GIFT TAGS,UNMAPPED,,,,,,,7.3970,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22586,FELTCRAFT HAIRBAND PINK AND BLUE,UNMAPPED,,,,,,,2.3593,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22587,FELTCRAFT HAIRBAND RED AND BLUE,UNMAPPED,,,,,,,3.9379,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22588,CARD HOLDER GINGHAM HEART,UNMAPPED,,,,,,,2.2165,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22589,CARDHOLDER GINGHAM STAR,UNMAPPED,,,,,,,1.5827,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,UNMAPPED,,,,,,,2.3772,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22592,CARDHOLDER HOLLY WREATH METAL,UNMAPPED,,,,,,,5.5519,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22593,CHRISTMAS GINGHAM STAR,UNMAPPED,,,,,,,10.3466,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22594,CHRISTMAS GINGHAM TREE,UNMAPPED,,,,,,,9.6406,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22595,GINGHAM HEART DECORATION,UNMAPPED,,,,,,,10.5959,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,UNMAPPED,,,,,,,11.4963,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22597,MUSICAL ZINC HEART DECORATION,UNMAPPED,,,,,,,13.0697,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22598,CHRISTMAS MUSICAL ZINC TREE,UNMAPPED,,,,,,,5.4091,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22599,CHRISTMAS MUSICAL ZINC STAR,UNMAPPED,,,,,,,9.0896,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22600,CHRISTMAS RETROSPOT STAR WOOD,UNMAPPED,,,,,,,8.6826,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22601,CHRISTMAS RETROSPOT ANGEL WOOD,UNMAPPED,,,,,,,8.8112,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22602,RETROSPOT WOODEN HEART DECORATION,UNMAPPED,,,,,,,6.8736,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22603,CHRISTMAS RETROSPOT TREE WOOD,UNMAPPED,,,,,,,7.5771,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22604,SET OF 4 NAPKIN CHARMS CUTLERY,UNMAPPED,,,,,,,1.3603,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22605,WOODEN CROQUET GARDEN SET,UNMAPPED,,,,,,,0.9310,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22606,WOODEN SKITTLES GARDEN SET,UNMAPPED,,,,,,,0.2458,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22607,WOODEN ROUNDERS GARDEN SET,UNMAPPED,,,,,,,1.6855,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22608,PENS ASSORTED FUNKY JEWELED,UNMAPPED,,,,,,,6.0247,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22609,PENS ASSORTED SPACEBALL,UNMAPPED,,,,,,,9.2145,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22610,PENS ASSORTED FUNNY FACE,UNMAPPED,,,,,,,9.5890,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22611,VINTAGE UNION JACK SHOPPING BAG,UNMAPPED,,,,,,,0.1458,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22612,TEA COSY VINTAGE UNION JACK,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22613,PACK OF 20 SPACEBOY NAPKINS,UNMAPPED,,,,,,,0.6939,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22614,PACK OF 12 SPACEBOY TISSUES,UNMAPPED,,,,,,,4.3185,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22615,PACK OF 12 CIRCUS PARADE TISSUES,UNMAPPED,,,,,,,0.7137,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22616,PACK OF 12 LONDON TISSUES,UNMAPPED,,,,,,,11.2651,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22617,BAKING SET SPACEBOY DESIGN,UNMAPPED,,,,,,,8.9139,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22618,COOKING SET RETROSPOT,UNMAPPED,,,,,,,0.0875,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22619,SET OF 6 SOLDIER SKITTLES,UNMAPPED,,,,,,,8.9291,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22620,4 TRADITIONAL SPINNING TOPS,UNMAPPED,,,,,,,11.2695,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22621,TRADITIONAL KNITTING NANCY,UNMAPPED,,,,,,,13.9004,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22622,BOX OF VINTAGE ALPHABET BLOCKS,UNMAPPED,,,,,,,2.1310,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22623,BOX OF VINTAGE JIGSAW BLOCKS,UNMAPPED,,,,,,,2.1641,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22624,IVORY KITCHEN SCALES,UNMAPPED,,,,,,,3.9288,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22625,RED KITCHEN SCALES,UNMAPPED,,,,,,,3.2002,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22626,BLACK KITCHEN SCALES,UNMAPPED,,,,,,,0.5923,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22627,MINT KITCHEN SCALES,UNMAPPED,,,,,,,2.1079,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22628,PICNIC BOXES SET OF 3 RETROSPOT,UNMAPPED,,,,,,,0.7684,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
,22629,SPACEBOY LUNCH BOX,UNMAPPED,,,,,,,12.6267,,,,,,,data_unavailable,inventory_snapshot_missing_or_empty
