sku_id,description,selected_model,model_family,selection_observations
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,weekday_seasonal_mean,statistical,14
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,lstm,deep_learning,14
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,lstm,deep_learning,14
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,seasonal_naive_lag_7,statistical,14
22776,SWEETHEART 3 TIER CAKE STAND,weekday_seasonal_mean,statistical,14
22777,GLASS CLOCHE LARGE,moving_average_7,statistical,14
22778,GLASS CLOCHE SMALL,weekday_seasonal_mean,statistical,14
22779,WOODEN OWLS LIGHT GARLAND,seasonal_naive_lag_7,statistical,14
22780,LIGHT GARLAND BUTTERFILES PINK,moving_average_7,statistical,14
22781,GUMBALL MAGAZINE RACK,lightgbm,machine_learning,14
22782,SET 3 WICKER STORAGE BASKETS,lstm,deep_learning,14
22783,UNKNOWN,moving_average_7,statistical,14
22784,LANTERN CREAM GAZEBO,lightgbm,machine_learning,14
22785,SQUARECUSHION COVER PINK UNION JACK,weekday_seasonal_mean,statistical,14
22786,CUSHION COVER PINK UNION JACK,seasonal_naive_lag_7,statistical,14
22788,BROCANTE COAT RACK,moving_average_7,statistical,14
22789,T-LIGHT HOLDER SWEETHEART HANGING,lstm,deep_learning,14
22791,T-LIGHT GLASS FLUTED ANTIQUE,lightgbm,machine_learning,14
22792,FLUTED ANTIQUE CANDLE HOLDER,lightgbm,machine_learning,14
22794,SWEETHEART WIRE MAGAZINE RACK,lstm,deep_learning,14
22795,SWEETHEART RECIPE BOOK STAND,lightgbm,machine_learning,14
22796,PHOTO FRAME 3 CLASSIC HANGING,weekday_seasonal_mean,statistical,14
22797,CHEST OF DRAWERS GINGHAM HEART,lstm,deep_learning,14
22798,ANTIQUE GLASS DRESSING TABLE POT,lightgbm,machine_learning,14
22799,SWEETHEART WIRE FRUIT BOWL,lstm,deep_learning,14
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,weekday_seasonal_mean,statistical,14
22801,ANTIQUE GLASS PEDESTAL BOWL,seasonal_naive_lag_7,statistical,14
22802,FAUX FUR CHOCOLATE THROW,weekday_seasonal_mean,statistical,14
22804,PINK HANGING HEART T-LIGHT HOLDER,weekday_seasonal_mean,statistical,14
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,lstm,deep_learning,14
22806,SET OF 6 T-LIGHTS WEDDING CAKE,seasonal_naive_lag_7,statistical,14
22807,SET OF 6 T-LIGHTS TOADSTOOLS,lstm,deep_learning,14
22808,SET OF 6 T-LIGHTS EASTER CHICKS,naive_lag_1,statistical,14
22809,SET OF 6 T-LIGHTS SANTA,weekday_seasonal_mean,statistical,14
22810,SET OF 6 T-LIGHTS SNOWMEN,lightgbm,machine_learning,14
22811,SET OF 6 T-LIGHTS CACTI,gru,deep_learning,14
22812,PACK 3 BOXES CHRISTMAS PANETTONE,lstm,deep_learning,14
22813,PACK 3 BOXES BIRD PANETTONE,lstm,deep_learning,14
22814,CARD PARTY GAMES,lightgbm,machine_learning,14
22815,CARD PSYCHEDELIC APPLES,weekday_seasonal_mean,statistical,14
22816,CARD MOTORBIKE SANTA,xgboost,machine_learning,14
22817,CARD SUKI BIRTHDAY,weekday_seasonal_mean,statistical,14
22818,CARD CHRISTMAS VILLAGE,xgboost,machine_learning,14
22819,"BIRTHDAY CARD, RETRO SPOT",weekday_seasonal_mean,statistical,14
22820,GIFT BAG BIRTHDAY,naive_lag_1,statistical,14
22821,GIFT BAG PSYCHEDELIC APPLES,lstm,deep_learning,14
22822,CREAM WALL PLANTER HEART SHAPED,lstm,deep_learning,14
22824,3 TIER SWEETHEART GARDEN SHELF,seasonal_naive_lag_7,statistical,14
22825,DECORATIVE PLANT POT WITH FRIEZE,naive_lag_1,statistical,14
22826,LOVE SEAT ANTIQUE WHITE METAL,weekday_seasonal_mean,statistical,14
22827,RUSTIC SEVENTEEN DRAWER SIDEBOARD,weekday_seasonal_mean,statistical,14
22829,SWEETHEART WIRE WALL TIDY,naive_lag_1,statistical,14
22831,WHITE BROCANTE SOAP DISH,seasonal_naive_lag_7,statistical,14
22832,BROCANTE SHELF WITH HOOKS,seasonal_naive_lag_7,statistical,14
22834,HAND WARMER BABUSHKA DESIGN,lstm,deep_learning,14
22835,HOT WATER BOTTLE I AM SO POORLY,xgboost,machine_learning,14
22837,UNKNOWN,moving_average_7,statistical,14
22838,3 TIER CAKE TIN RED AND CREAM,weekday_seasonal_mean,statistical,14
22839,3 TIER CAKE TIN GREEN AND CREAM,weekday_seasonal_mean,statistical,14
22840,ROUND CAKE TIN VINTAGE RED,weekday_seasonal_mean,statistical,14
22841,ROUND CAKE TIN VINTAGE GREEN,weekday_seasonal_mean,statistical,14
22842,BISCUIT TIN VINTAGE RED,weekday_seasonal_mean,statistical,14
22843,BISCUIT TIN VINTAGE GREEN,seasonal_naive_lag_7,statistical,14
22844,VINTAGE CREAM DOG FOOD CONTAINER,weekday_seasonal_mean,statistical,14
22845,VINTAGE CREAM CAT FOOD CONTAINER,xgboost,machine_learning,14
22846,BREAD BIN DINER STYLE RED,weekday_seasonal_mean,statistical,14
22847,BREAD BIN DINER STYLE IVORY,xgboost,machine_learning,14
22848,AMAZON,moving_average_7,statistical,14
22849,BREAD BIN DINER STYLE MINT,moving_average_7,statistical,14
22851,SET 20 NAPKINS FAIRY CAKES DESIGN,weekday_seasonal_mean,statistical,14
22852,DOG BOWL VINTAGE CREAM,seasonal_naive_lag_7,statistical,14
22853,CAT BOWL VINTAGE CREAM,seasonal_naive_lag_7,statistical,14
22854,CREAM SWEETHEART EGG HOLDER,moving_average_7,statistical,14
22855,FINE WICKER HEART,moving_average_7,statistical,14
22857,ASSORTED EASTER GIFT TAGS,moving_average_7,statistical,14
22858,EASTER TIN KEEPSAKE,moving_average_7,statistical,14
22859,EASTER TIN BUNNY BOUQUET,lstm,deep_learning,14
22860,EASTER TIN CHICKS PINK DAISY,lstm,deep_learning,14
22861,EASTER TIN CHICKS IN GARDEN,moving_average_7,statistical,14
22862,LOVE HEART NAPKIN BOX,moving_average_7,statistical,14
22863,SOAP DISH BROCANTE,lstm,deep_learning,14
22865,HAND WARMER OWL DESIGN,naive_lag_1,statistical,14
22866,HAND WARMER SCOTTY DOG DESIGN,weekday_seasonal_mean,statistical,14
22867,HAND WARMER BIRD DESIGN,weekday_seasonal_mean,statistical,14
22869,NUMBER TILE COTTAGE GARDEN 1,seasonal_naive_lag_7,statistical,14
22870,NUMBER TILE COTTAGE GARDEN 2,naive_lag_1,statistical,14
22872,NUMBER TILE COTTAGE GARDEN 4,moving_average_7,statistical,14
22873,NUMBER TILE COTTAGE GARDEN 5,moving_average_7,statistical,14
22878,NUMBER TILE COTTAGE GARDEN No,weekday_seasonal_mean,statistical,14
22880,NUMBER TILE VINTAGE FONT 1,weekday_seasonal_mean,statistical,14
22881,NUMBER TILE VINTAGE FONT 2,weekday_seasonal_mean,statistical,14
22882,NUMBER TILE VINTAGE FONT 3,weekday_seasonal_mean,statistical,14
22884,NUMBER TILE VINTAGE FONT 5,moving_average_7,statistical,14
22890,NOVELTY BISCUITS CAKE STAND 3 TIER,weekday_seasonal_mean,statistical,14
22891,TEA FOR ONE POLKADOT,weekday_seasonal_mean,statistical,14
22892,SET OF SALT AND PEPPER TOADSTOOLS,naive_lag_1,statistical,14
22893,MINI CAKE STAND T-LIGHT HOLDER,lstm,deep_learning,14
22894,TABLECLOTH RED APPLES DESIGN,naive_lag_1,statistical,14
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,weekday_seasonal_mean,statistical,14
22896,PEG BAG APPLES DESIGN,lstm,deep_learning,14
22897,OVEN MITT APPLES DESIGN,seasonal_naive_lag_7,statistical,14
22898,CHILDRENS APRON APPLES DESIGN,xgboost,machine_learning,14
22899,CHILDREN'S APRON DOLLY GIRL,weekday_seasonal_mean,statistical,14
22900,SET 2 TEA TOWELS I LOVE LONDON,weekday_seasonal_mean,statistical,14
22902,TOTE BAG I LOVE LONDON,weekday_seasonal_mean,statistical,14
22903,CALENDAR FAMILY FAVOURITES,weekday_seasonal_mean,statistical,14
22904,CALENDAR PAPER CUT DESIGN,lstm,deep_learning,14
22905,CALENDAR IN SEASON DESIGN,weekday_seasonal_mean,statistical,14
22906,12 MESSAGE CARDS WITH ENVELOPES,weekday_seasonal_mean,statistical,14
22907,PACK OF 20 NAPKINS PANTRY DESIGN,lstm,deep_learning,14
22908,PACK OF 20 NAPKINS RED APPLES,lstm,deep_learning,14
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,weekday_seasonal_mean,statistical,14
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,lightgbm,machine_learning,14
22911,PAPER CHAIN KIT LONDON,weekday_seasonal_mean,statistical,14
22912,YELLOW COAT RACK PARIS FASHION,seasonal_naive_lag_7,statistical,14
22913,RED COAT RACK PARIS FASHION,moving_average_7,statistical,14
22914,BLUE COAT RACK PARIS FASHION,moving_average_7,statistical,14
22915,ASSORTED BOTTLE TOP MAGNETS,weekday_seasonal_mean,statistical,14
22916,HERB MARKER THYME,lstm,deep_learning,14
22917,HERB MARKER ROSEMARY,lstm,deep_learning,14
22918,HERB MARKER PARSLEY,lstm,deep_learning,14
22919,HERB MARKER MINT,moving_average_7,statistical,14
22920,HERB MARKER BASIL,gru,deep_learning,14
22921,HERB MARKER CHIVES,moving_average_7,statistical,14
22922,FRIDGE MAGNETS US DINER ASSORTED,seasonal_naive_lag_7,statistical,14
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,lstm,deep_learning,14
22924,FRIDGE MAGNETS LA VIE EN ROSE,weekday_seasonal_mean,statistical,14
22925,AMAZON,moving_average_7,statistical,14
22926,IVORY GIANT GARDEN THERMOMETER,moving_average_7,statistical,14
22927,GREEN GIANT GARDEN THERMOMETER,moving_average_7,statistical,14
22928,YELLOW GIANT GARDEN THERMOMETER,gru,deep_learning,14
22930,BAKING MOULD HEART MILK CHOCOLATE,lstm,deep_learning,14
22931,BAKING MOULD HEART WHITE CHOCOLATE,lstm,deep_learning,14
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,naive_lag_1,statistical,14
22933,BAKING MOULD EASTER EGG MILK CHOC,seasonal_naive_lag_7,statistical,14
22934,BAKING MOULD EASTER EGG WHITE CHOC,naive_lag_1,statistical,14
22935,BAKING MOULD ROSE MILK CHOCOLATE,lstm,deep_learning,14
22936,BAKING MOULD ROSE WHITE CHOCOLATE,naive_lag_1,statistical,14
22937,BAKING MOULD CHOCOLATE CUPCAKES,seasonal_naive_lag_7,statistical,14
22938,CUPCAKE LACE PAPER SET 6,lstm,deep_learning,14
22939,ADULT APRON APPLE DELIGHT,lstm,deep_learning,14
22940,FELTCRAFT CHRISTMAS FAIRY,gru,deep_learning,14
22941,CHRISTMAS LIGHTS 10 REINDEER,xgboost,machine_learning,14
22942,CHRISTMAS LIGHTS 10 SANTAS,gru,deep_learning,14
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,lstm,deep_learning,14
22944,CHRISTMAS METAL POSTCARD WITH BELLS,gru,deep_learning,14
22945,CHRISTMAS METAL TAGS ASSORTED,weekday_seasonal_mean,statistical,14
22946,WOODEN ADVENT CALENDAR CREAM,weekday_seasonal_mean,statistical,14
22947,UNKNOWN,xgboost,machine_learning,14
22948,METAL DECORATION NAUGHTY CHILDREN,lightgbm,machine_learning,14
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,lstm,deep_learning,14
22950,36 DOILIES VINTAGE CHRISTMAS,naive_lag_1,statistical,14
22951,60 CAKE CASES DOLLY GIRL DESIGN,lstm,deep_learning,14
22952,60 CAKE CASES VINTAGE CHRISTMAS,weekday_seasonal_mean,statistical,14
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,lstm,deep_learning,14
22954,HEN PARTY CORDON BARRIER TAPE,lstm,deep_learning,14
22955,36 FOIL STAR CAKE CASES,weekday_seasonal_mean,statistical,14
22956,36 FOIL HEART CAKE CASES,gru,deep_learning,14
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,moving_average_7,statistical,14
22959,WRAP CHRISTMAS VILLAGE,lightgbm,machine_learning,14
22960,JAM MAKING SET WITH JARS,weekday_seasonal_mean,statistical,14
22961,JAM MAKING SET PRINTED,seasonal_naive_lag_7,statistical,14
22962,JAM JAR WITH PINK LID,lstm,deep_learning,14
22963,JAM JAR WITH GREEN LID,lstm,deep_learning,14
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,weekday_seasonal_mean,statistical,14
22965,3 TRADITIONAl BISCUIT CUTTERS SET,weekday_seasonal_mean,statistical,14
22966,GINGERBREAD MAN COOKIE CUTTER,xgboost,machine_learning,14
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,moving_average_7,statistical,14
22968,ROSE COTTAGE KEEPSAKE BOX,lstm,deep_learning,14
22969,HOMEMADE JAM SCENTED CANDLES,lightgbm,machine_learning,14
22970,LONDON BUS COFFEE MUG,weekday_seasonal_mean,statistical,14
22971,QUEENS GUARD COFFEE MUG,weekday_seasonal_mean,statistical,14
22972,CHILDREN'S SPACEBOY MUG,weekday_seasonal_mean,statistical,14
22973,CHILDREN'S CIRCUS PARADE MUG,lstm,deep_learning,14
22974,CHILDRENS DOLLY GIRL MUG,gru,deep_learning,14
22975,SPACEBOY CHILDRENS EGG CUP,weekday_seasonal_mean,statistical,14
22976,CIRCUS PARADE CHILDRENS EGG CUP,gru,deep_learning,14
22977,DOLLY GIRL CHILDRENS EGG CUP,lstm,deep_learning,14
22978,PANTRY ROLLING PIN,lightgbm,machine_learning,14
22979,PANTRY WASHING UP BRUSH,lightgbm,machine_learning,14
22980,PANTRY SCRUBBING BRUSH,weekday_seasonal_mean,statistical,14
22981,PANTRY APPLE CORER,weekday_seasonal_mean,statistical,14
22982,PANTRY PASTRY BRUSH,weekday_seasonal_mean,statistical,14
22983,CARD BILLBOARD FONT,lightgbm,machine_learning,14
22984,CARD GINGHAM ROSE,lstm,deep_learning,14
22985,WRAP BILLBOARD FONTS DESIGN,lstm,deep_learning,14
22986,WRAP GINGHAM ROSE,lstm,deep_learning,14
22988,SOLDIERS EGG CUP,weekday_seasonal_mean,statistical,14
22989,SET 2 PANTRY DESIGN TEA TOWELS,weekday_seasonal_mean,statistical,14
22990,COTTON APRON PANTRY DESIGN,weekday_seasonal_mean,statistical,14
22991,GIRAFFE WOODEN RULER,weekday_seasonal_mean,statistical,14
22992,REVOLVER WOODEN RULER,lightgbm,machine_learning,14
22993,SET OF 4 PANTRY JELLY MOULDS,seasonal_naive_lag_7,statistical,14
22994,TRAVEL CARD WALLET RETROSPOT,weekday_seasonal_mean,statistical,14
22995,TRAVEL CARD WALLET SUKI,weekday_seasonal_mean,statistical,14
22996,TRAVEL CARD WALLET VINTAGE TICKET,weekday_seasonal_mean,statistical,14
22997,TRAVEL CARD WALLET UNION JACK,weekday_seasonal_mean,statistical,14
22998,TRAVEL CARD WALLET KEEP CALM,weekday_seasonal_mean,statistical,14
22999,TRAVEL CARD WALLET VINTAGE LEAF,lstm,deep_learning,14
23000,TRAVEL CARD WALLET TRANSPORT,lstm,deep_learning,14
23002,TRAVEL CARD WALLET SKULLS,lstm,deep_learning,14
23003,TRAVEL CARD WALLET VINTAGE ROSE,moving_average_7,statistical,14
23004,TRAVEL CARD WALLET PANTRY,seasonal_naive_lag_7,statistical,14
23005,TRAVEL CARD WALLET I LOVE LONDON,weekday_seasonal_mean,statistical,14
23006,TRAVEL CARD WALLET FLOWER MEADOW,naive_lag_1,statistical,14
23007,SPACEBOY BABY GIFT SET,weekday_seasonal_mean,statistical,14
23008,DOLLY GIRL BABY GIFT SET,weekday_seasonal_mean,statistical,14
23009,I LOVE LONDON BABY GIFT SET,weekday_seasonal_mean,statistical,14
23010,CIRCUS PARADE BABY GIFT SET,seasonal_naive_lag_7,statistical,14
23012,GLASS APOTHECARY BOTTLE PERFUME,gru,deep_learning,14
23013,GLASS APOTHECARY BOTTLE TONIC,gru,deep_learning,14
23014,GLASS APOTHECARY BOTTLE ELIXIR,weekday_seasonal_mean,statistical,14
23020,GLASS SONGBIRD STORAGE JAR,weekday_seasonal_mean,statistical,14
23025,DRAWER KNOB VINTAGE GLASS BALL,weekday_seasonal_mean,statistical,14
23026,DRAWER KNOB VINTAGE GLASS STAR,weekday_seasonal_mean,statistical,14
23028,DRAWER KNOB CRACKLE GLAZE BLUE,moving_average_7,statistical,14
23029,DRAWER KNOB CRACKLE GLAZE GREEN,weekday_seasonal_mean,statistical,14
23031,DRAWER KNOB CRACKLE GLAZE PINK,naive_lag_1,statistical,14
23032,DRAWER KNOB CRACKLE GLAZE IVORY,naive_lag_1,statistical,14
23033,DRAWER KNOB CERAMIC RED,weekday_seasonal_mean,statistical,14
23034,DRAWER KNOB CERAMIC BLACK,lstm,deep_learning,14
23035,DRAWER KNOB CERAMIC IVORY,xgboost,machine_learning,14
23041,PAPER LANTERN 9 POINT SNOW STAR,seasonal_naive_lag_7,statistical,14
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,weekday_seasonal_mean,statistical,14
23049,RECYCLED ACAPULCO MAT RED,seasonal_naive_lag_7,statistical,14
23050,RECYCLED ACAPULCO MAT GREEN,naive_lag_1,statistical,14
23051,RECYCLED ACAPULCO MAT BLUE,seasonal_naive_lag_7,statistical,14
23052,RECYCLED ACAPULCO MAT TURQUOISE,lstm,deep_learning,14
23053,RECYCLED ACAPULCO MAT PINK,lstm,deep_learning,14
23054,RECYCLED ACAPULCO MAT LAVENDER,naive_lag_1,statistical,14
23055,IVORY CHANDELIER T-LIGHT HOLDER,weekday_seasonal_mean,statistical,14
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,lstm,deep_learning,14
23057,BEADED CHANDELIER T-LIGHT HOLDER,lstm,deep_learning,14
23060,HEART BEADED TRELLIS DECORATION,weekday_seasonal_mean,statistical,14
23061,VINTAGE EMBOSSED HEART,seasonal_naive_lag_7,statistical,14
23065,LARGE DECO JEWELLERY STAND,moving_average_7,statistical,14
23066,SMALL DECO JEWELLERY STAND,moving_average_7,statistical,14
23067,HANGING ENGRAVED METAL HEART,weekday_seasonal_mean,statistical,14
23068,ALUMINIUM STAMPED HEART,weekday_seasonal_mean,statistical,14
23070,EDWARDIAN HEART PHOTO FRAME,weekday_seasonal_mean,statistical,14
23073,GEORGIAN TRINKET BOX,weekday_seasonal_mean,statistical,14
23075,PARLOUR CERAMIC WALL HOOK,weekday_seasonal_mean,statistical,14
23076,ICE CREAM SUNDAE LIP GLOSS,lstm,deep_learning,14
23077,DOUGHNUT LIP GLOSS,seasonal_naive_lag_7,statistical,14
23078,ICE CREAM PEN LIP GLOSS,lightgbm,machine_learning,14
23079,TOADSTOOL BEDSIDE LIGHT,lightgbm,machine_learning,14
23080,RED METAL BOX TOP SECRET,weekday_seasonal_mean,statistical,14
23081,GREEN METAL BOX ARMY SUPPLIES,lstm,deep_learning,14
23082,SET 6 PAPER TABLE LANTERN HEARTS,xgboost,machine_learning,14
23083,SET 6 PAPER TABLE LANTERN STARS,gru,deep_learning,14
23084,RABBIT NIGHT LIGHT,xgboost,machine_learning,14
23085,ANTIQUE SILVER BAUBLE LAMP,lightgbm,machine_learning,14
23086,ZINC STAR T-LIGHT HOLDER,weekday_seasonal_mean,statistical,14
23087,ZINC HEART T-LIGHT HOLDER,lstm,deep_learning,14
23088,ZINC HEART FLOWER T-LIGHT HOLDER,seasonal_naive_lag_7,statistical,14
23089,GLASS BON BON JAR,lstm,deep_learning,14
23090,VINTAGE GLASS T-LIGHT HOLDER,weekday_seasonal_mean,statistical,14
23091,ZINC HERB GARDEN CONTAINER,naive_lag_1,statistical,14
23092,LARGE ANTIQUE WHITE PHOTO FRAME,gru,deep_learning,14
23093,SMALL PARISIENNE HEART PHOTO FRAME,weekday_seasonal_mean,statistical,14
23094,LE GRAND TRAY CHIC SET,weekday_seasonal_mean,statistical,14
23096,PETIT TRAY CHIC,weekday_seasonal_mean,statistical,14
23099,FRENCH CARRIAGE LANTERN,weekday_seasonal_mean,statistical,14
23100,SILVER BELLS TABLE DECORATION,xgboost,machine_learning,14
23101,SILVER STARS TABLE DECORATION,lightgbm,machine_learning,14
23102,SILVER HEARTS TABLE DECORATION,seasonal_naive_lag_7,statistical,14
23103,JINGLE BELL HEART DECORATION,lightgbm,machine_learning,14
23106,ZINC HEARTS PLANT POT HOLDER,weekday_seasonal_mean,statistical,14
23107,WHITE HEARTS WIRE PLANT POT HOLDER,seasonal_naive_lag_7,statistical,14
23108,SET OF 10 LED DOLLY LIGHTS,weekday_seasonal_mean,statistical,14
23109,PACK OF SIX LED TEA LIGHTS,lightgbm,machine_learning,14
23110,PARISIENNE KEY CABINET,weekday_seasonal_mean,statistical,14
23111,PARISIENNE SEWING BOX,seasonal_naive_lag_7,statistical,14
23112,PARISIENNE CURIO CABINET,moving_average_7,statistical,14
23118,PARISIENNE JEWELLERY DRAWER,naive_lag_1,statistical,14
23119,PACK OF 6 LARGE FRUIT STRAWS,lstm,deep_learning,14
23120,PACK OF 6 SMALL FRUIT STRAWS,weekday_seasonal_mean,statistical,14
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,weekday_seasonal_mean,statistical,14
23122,PARTY CHARMS 50 PIECES,lstm,deep_learning,14
23123,COCKTAIL SWORDS 50 PIECES,weekday_seasonal_mean,statistical,14
23124,18PC WOODEN CUTLERY SET DISPOSABLE,moving_average_7,statistical,14
23126,FELTCRAFT GIRL AMELIE KIT,lightgbm,machine_learning,14
23127,FELTCRAFT GIRL NICOLE KIT,lightgbm,machine_learning,14
23128,FELTCRAFT BOY JEAN-PAUL KIT,seasonal_naive_lag_7,statistical,14
23129,HEART SHAPED HOLLY WREATH,weekday_seasonal_mean,statistical,14
23130,MISTLETOE HEART WREATH GREEN,gru,deep_learning,14
23131,MISTLETOE HEART WREATH CREAM,weekday_seasonal_mean,statistical,14
23132,SMALL IVORY HEART WALL ORGANISER,lstm,deep_learning,14
23133,LARGE IVORY HEART WALL ORGANISER,weekday_seasonal_mean,statistical,14
23134,UNKNOWN,moving_average_7,statistical,14
23135,SMALL ZINC HEART WALL ORGANISER,seasonal_naive_lag_7,statistical,14
23136,IVORY WIRE SWEETHEART LETTER TRAY,naive_lag_1,statistical,14
23138,SINGLE WIRE HOOK IVORY HEART,lstm,deep_learning,14
23140,TRIPLE WIRE HOOK IVORY HEART,naive_lag_1,statistical,14
23144,ZINC T-LIGHT HOLDER STARS SMALL,weekday_seasonal_mean,statistical,14
23145,ZINC T-LIGHT HOLDER STAR LARGE,lstm,deep_learning,14
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,weekday_seasonal_mean,statistical,14
23147,SINGLE ANTIQUE ROSE HOOK IVORY,xgboost,machine_learning,14
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,weekday_seasonal_mean,statistical,14
23150,IVORY SWEETHEART SOAP DISH,naive_lag_1,statistical,14
23152,IVORY SWEETHEART WIRE LETTER RACK,lstm,deep_learning,14
23153,ZINC SWEETHEART WIRE LETTER RACK,weekday_seasonal_mean,statistical,14
23154,SET OF 4 JAM JAR MAGNETS,weekday_seasonal_mean,statistical,14
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,weekday_seasonal_mean,statistical,14
23156,SET OF 5 MINI GROCERY MAGNETS,weekday_seasonal_mean,statistical,14
23157,SET OF 6 NATIVITY MAGNETS,lightgbm,machine_learning,14
23158,SET OF 5 LUCKY CAT MAGNETS,weekday_seasonal_mean,statistical,14
23159,SET OF 5 PANCAKE DAY MAGNETS,lightgbm,machine_learning,14
23160,REGENCY TEA SPOON,lstm,deep_learning,14
23161,REGENCY CAKE FORK,weekday_seasonal_mean,statistical,14
23162,REGENCY TEA STRAINER,weekday_seasonal_mean,statistical,14
23163,REGENCY SUGAR TONGS,weekday_seasonal_mean,statistical,14
23164,REGENCY CAKE SLICE,weekday_seasonal_mean,statistical,14
23165,LARGE CERAMIC TOP STORAGE JAR,lightgbm,machine_learning,14
23166,MEDIUM CERAMIC TOP STORAGE JAR,gru,deep_learning,14
23167,SMALL CERAMIC TOP STORAGE JAR,lstm,deep_learning,14
23168,CLASSIC CAFE SUGAR DISPENSER,xgboost,machine_learning,14
23169,CLASSIC GLASS COOKIE JAR,seasonal_naive_lag_7,statistical,14
23170,REGENCY TEA PLATE ROSES,lstm,deep_learning,14
23171,REGENCY TEA PLATE GREEN,gru,deep_learning,14
23172,REGENCY TEA PLATE PINK,weekday_seasonal_mean,statistical,14
23173,REGENCY TEAPOT ROSES,moving_average_7,statistical,14
23174,REGENCY SUGAR BOWL GREEN,weekday_seasonal_mean,statistical,14
23175,REGENCY MILK JUG PINK,lightgbm,machine_learning,14
23176,ABC TREASURE BOOK BOX,weekday_seasonal_mean,statistical,14
23177,TREASURE ISLAND BOOK BOX,weekday_seasonal_mean,statistical,14
23178,JAM CLOCK MAGNET,weekday_seasonal_mean,statistical,14
23179,CLOCK MAGNET MUM'S KITCHEN,lstm,deep_learning,14
23180,MUM'S KITCHEN CLOCK,weekday_seasonal_mean,statistical,14
23181,BULL DOG BOTTLE TOP WALL CLOCK,weekday_seasonal_mean,statistical,14
23182,TOILET SIGN OCCUPIED OR VACANT,weekday_seasonal_mean,statistical,14
23183,MOTHER'S KITCHEN SPOON REST,weekday_seasonal_mean,statistical,14
23184,BULL DOG BOTTLE OPENER,weekday_seasonal_mean,statistical,14
23186,FRENCH STYLE STORAGE JAR CAFE,weekday_seasonal_mean,statistical,14
23187,FRENCH STYLE STORAGE JAR BONBONS,moving_average_7,statistical,14
23188,VINTAGE 2 METRE FOLDING RULER,seasonal_naive_lag_7,statistical,14
23189,SET OF 12 FORK CANDLES,weekday_seasonal_mean,statistical,14
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,weekday_seasonal_mean,statistical,14
23191,BUNDLE OF 3 RETRO NOTE BOOKS,lightgbm,machine_learning,14
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,lightgbm,machine_learning,14
23193,BUFFALO BILL TREASURE BOOK BOX,weekday_seasonal_mean,statistical,14
23194,GYMKHANA TREASURE BOOK BOX,weekday_seasonal_mean,statistical,14
23196,VINTAGE LEAF MAGNETIC NOTEPAD,gru,deep_learning,14
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,seasonal_naive_lag_7,statistical,14
23198,PANTRY MAGNETIC SHOPPING LIST,gru,deep_learning,14
23199,JUMBO BAG APPLES,weekday_seasonal_mean,statistical,14
23200,JUMBO BAG PEARS,lightgbm,machine_learning,14
23201,JUMBO BAG ALPHABET,weekday_seasonal_mean,statistical,14
23202,JUMBO BAG VINTAGE LEAF,weekday_seasonal_mean,statistical,14
23203,JUMBO BAG VINTAGE DOILY,weekday_seasonal_mean,statistical,14
23204,CHARLOTTE BAG APPLES DESIGN,xgboost,machine_learning,14
23205,CHARLOTTE BAG VINTAGE ALPHABET,xgboost,machine_learning,14
23206,LUNCH BAG APPLE DESIGN,weekday_seasonal_mean,statistical,14
23207,LUNCH BAG ALPHABET DESIGN,lightgbm,machine_learning,14
23208,LUNCH BAG VINTAGE LEAF DESIGN,weekday_seasonal_mean,statistical,14
23209,LUNCH BAG VINTAGE DOILY,weekday_seasonal_mean,statistical,14
23210,WHITE ROCKING HORSE HAND PAINTED,gru,deep_learning,14
23211,RED ROCKING HORSE HAND PAINTED,xgboost,machine_learning,14
23212,HEART WREATH DECORATION WITH BELL,lightgbm,machine_learning,14
23213,STAR WREATH DECORATION WITH BELL,lightgbm,machine_learning,14
23214,JINGLE BELL HEART ANTIQUE GOLD,gru,deep_learning,14
23215,JINGLE BELL HEART ANTIQUE SILVER,gru,deep_learning,14
